budgetline,fmsnumber,managingagency,projectid,description,costdescription,citycost,noncitycost,plancommdate
C-138,072 240,072,C138MSFS2,"MDC - South Tower - Fire Life Safety Phase II",IFSP,"",2239,0,06/20
C-138,072 240,072,C138MSFS2,"MDC - South Tower - Fire Life Safety Phase II",CTGY,"",2239,0,06/20
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",DSGN,"",2700,0,07/16
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",IFDS,"",27,0,07/16
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",CONS,"",60,0,06/17
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",IFSP,"",430,0,06/17
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",CTGY,"",27,0,06/17
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",CONS,"",13240,0,06/18
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",IFSP,"",900,0,06/18
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",CTGY,"",900,0,06/18
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",CONS,"",6000,0,06/19
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",IFSP,"",600,0,06/19
C-138,072 240,072,C138OBFS2,"OBCC Main Fire Life Safety Phase II",CTGY,"",600,0,06/19
C-138,072 240,072,C138PROB3,"POST FIRE PURGE SYSTEM UPGRADE AT OBCC 300 BED ADDITION",CONS,"",1051,0,05/18
C-138,072 240,072,C138PROB3,"POST FIRE PURGE SYSTEM UPGRADE AT OBCC 300 BED ADDITION",IFSP,"",100,0,07/16
C-138,072 240,072,C138PROB3,"POST FIRE PURGE SYSTEM UPGRADE AT OBCC 300 BED ADDITION",IFSP,"",20,0,05/17
C-138,072 240,072,C138PROB3,"POST FIRE PURGE SYSTEM UPGRADE AT OBCC 300 BED ADDITION",CTGY,"",20,0,05/17
C-138,072 240,072,C138PROB5,"POST FIRE PURGE SYSTEM UPGRADE AT OBCC 500 BED ADDITION",CONS,"",1109,0,05/18
C-138,072 240,072,C138PROB5,"POST FIRE PURGE SYSTEM UPGRADE AT OBCC 500 BED ADDITION",IFSP,"",108,0,05/17
C-138,072 240,072,C138PURBK,"Post Fire Purge system at BKDC",DSGN,"",24,0,06/18
C-138,072 240,072,C138PURBK,"Post Fire Purge system at BKDC",CONS,"",1512,0,05/18
C-138,072 240,072,C138PURBK,"Post Fire Purge system at BKDC",IFSP,"",152,0,05/17
C-138,072 240,072,C138PURGQ,"POST FIRE PURGE SYSTEM UPGRADE AT QDC",DSGN,"",49,0,05/18
C-138,072 240,072,C138PURGQ,"POST FIRE PURGE SYSTEM UPGRADE AT QDC",CONS,"",1701,0,05/18
C-138,072 240,072,C138PURGQ,"POST FIRE PURGE SYSTEM UPGRADE AT QDC",IFSP,"",170,0,05/17
C-138,072 240,072,C138PURGR,"POST FIRE PURGE SYSTEM FOR 200 & 300 BED ADDITIONS GRVC",DSGN,"",6,0,05/17
C-138,072 240,072,C138PURGR,"POST FIRE PURGE SYSTEM FOR 200 & 300 BED ADDITIONS GRVC",CONS,"",1394,0,05/17
C-138,072 240,072,C138PURGR,"POST FIRE PURGE SYSTEM FOR 200 & 300 BED ADDITIONS GRVC",IFDS,"",20,0,07/16
C-138,072 240,072,C138PURGR,"POST FIRE PURGE SYSTEM FOR 200 & 300 BED ADDITIONS GRVC",IFSP,"",135,0,07/16
C-138,072 240,072,C138PURGR,"POST FIRE PURGE SYSTEM FOR 200 & 300 BED ADDITIONS GRVC",CTGY,"",139,0,05/17
C-138,072 240,072,C138PURNT,"Post Fire Purge System at North Tower of MDC",DSGN,"",6,0,05/17
C-138,072 240,072,C138PURNT,"Post Fire Purge System at North Tower of MDC",CONS,"",2075,0,05/17
C-138,072 240,072,C138PURNT,"Post Fire Purge System at North Tower of MDC",IFSP,"",208,0,05/17
C-138,072 240,072,C138PURNT,"Post Fire Purge System at North Tower of MDC",CTGY,"",208,0,05/17
C-138,072 240,072,C138PURST,"Post Fire Purge System at South Tower of MDC",DSGN,"",32,0,05/17
C-138,072 240,072,C138PURST,"Post Fire Purge System at South Tower of MDC",CONS,"",2279,0,05/17
C-138,072 240,072,C138PURST,"Post Fire Purge System at South Tower of MDC",IFDS,"",25,0,06/17
C-138,072 240,072,C138PURST,"Post Fire Purge System at South Tower of MDC",IFSP,"",228,0,05/17
C-138,072 240,072,C138PURST,"Post Fire Purge System at South Tower of MDC",CTGY,"",228,0,05/17
C-138,072 240,072,C138PWRHS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT EXISTING POWERHOUSE",IFDS,"",20,0,07/16
C-138,072 240,072,C138PWRHS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT EXISTING POWERHOUSE",CONS,"",1800,0,06/18
C-138,072 240,072,C138PWRHS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT EXISTING POWERHOUSE",IFSP,"",100,0,06/17
C-138,072 240,072,C138PWRHS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT EXISTING POWERHOUSE",CTGY,"",100,0,06/17
C-138,072 240,072,C138PWRHS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT EXISTING POWERHOUSE",DSGN,"",200,0,06/17
C-138,072 240,072,C138QDFS2,"QDC Life Safety - Phase 2",DSGN,"",2760,0,06/18
C-138,072 240,072,C138QDFS2,"QDC Life Safety - Phase 2",CONS,"",24840,0,06/19
C-138,072 240,072,C138QDFS2,"QDC Life Safety - Phase 2",IFDS,"",276,0,06/18
C-138,072 240,072,C138QDFS2,"QDC Life Safety - Phase 2",IFSP,"",800,0,06/19
C-138,072 240,072,C138QDFS2,"QDC Life Safety - Phase 2",CTGY,"",276,0,06/17
C-138,072 240,072,C138QDFS2,"QDC Life Safety - Phase 2",CTGY,"",2484,0,06/19
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",DSGN,"",300,0,07/16
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",IFDS,"",30,0,07/16
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",CONS,"",2700,0,06/18
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",IFSP,"",270,0,06/18
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",CTGY,"",270,0,06/18
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",IFSP,"",20,0,06/20
C-138,072 240,072,C138RMFS2,"RMSC - Fire Life Safety Phase II",CTGY,"",20,0,06/20
C-138,072 240,072,C138TRANS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT TRANSPORTATION DIV",DSGN,"",400,0,06/17
C-138,072 240,072,C138TRANS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT TRANSPORTATION DIV",IFDS,"",40,0,06/17
C-138,072 240,072,C138TRANS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT TRANSPORTATION DIV",CTGY,"",40,0,06/17
C-138,072 240,072,C138TRANS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT TRANSPORTATION DIV",CONS,"",3600,0,06/19
C-138,072 240,072,C138TRANS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT TRANSPORTATION DIV",IFSP,"",150,0,06/19
C-138,072 240,072,C138TRANS,"DESIGN AND INSTALL FIRE ALARM SYSTEM AT TRANSPORTATION DIV",CTGY,"",150,0,06/17
C-138,072 240,072,C138VCFS2,"VCBC Fire Life Safety Phase II",DSGN,"",269,0,06/17
C-138,072 240,072,C138VCFS2,"VCBC Fire Life Safety Phase II",IFDS,"",30,0,06/17
C-138,072 240,072,C138VCFS2,"VCBC Fire Life Safety Phase II",CONS,"",2416,0,06/18
C-138,072 240,072,C138VCFS2,"VCBC Fire Life Safety Phase II",IFSP,"",50,0,06/18
C-138,072 240,072,C138VCFS2,"VCBC Fire Life Safety Phase II",CTGY,"",50,0,06/18
CO-DN220,856 AM5,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",CONS,"",131,0,06/17
CO-79,856 479,856,CO79APL5,"OCA - 230 PARK AVENUE - JUDGE'S CHAMBERS",CONS,"",0,1995,06/17
CO-80,856 480,850,CO80ROOF2,"27 MADISON AVE - ROOF & MISC. OPERATIONS SPACES UPGRADE",IFSP,"",300,0,06/19
CO-80,856 480,850,CO80ROOF2,"27 MADISON AVE - ROOF & MISC. OPERATIONS SPACES UPGRADE",IFDS,"",210,0,06/17
CO-80,856 480,850,CO80ROOF2,"27 MADISON AVE - ROOF & MISC. OPERATIONS SPACES UPGRADE",CONS,"",0,1265,06/17
CO-80,856 480,850,CO80ROOF2,"27 MADISON AVE - ROOF & MISC. OPERATIONS SPACES UPGRADE",SVCS,"",0,57,09/16
CO-81,856 481,850,CO81ELEC,"31 CHAMBERS ST. - ELECTRICAL AND FA SYSTEM UPGRADE",DSGN,"",1380,0,06/17
CO-81,856 481,850,CO81ELEC,"31 CHAMBERS ST. - ELECTRICAL AND FA SYSTEM UPGRADE",DSGN,"",100,0,06/17
CO-81,856 481,850,CO81ELEC,"31 CHAMBERS ST. - ELECTRICAL AND FA SYSTEM UPGRADE",CONS,"",16560,0,06/18
CO-81,856 481,850,CO81ELEC,"31 CHAMBERS ST. - ELECTRICAL AND FA SYSTEM UPGRADE",CONS,"",850,0,06/18
CO-81,856 481,850,CO81ELEC,"31 CHAMBERS ST. - ELECTRICAL AND FA SYSTEM UPGRADE",IFSP,"",100,0,06/17
CO-81,856 481,850,CO81SKY2,"31 CHAMBERST ST.- RENOVATE SKYLIGHT",DSGN,"",369,0,06/17
CO-81,856 481,850,CO81SKY2,"31 CHAMBERST ST.- RENOVATE SKYLIGHT",CONS,"",734,0,06/17
CO-81,856 481,856,CO81ADA,"31 CHAMBERS ST.- ADA COMPLIANCE",DSGN,"",30,0,06/17
CO-81,856 481,856,CO81LL11,"31 CHAMBERS ST - FACADE REPAIRS LOCAL LAW 11",CONS,"",635,0,06/17
CO-81,856 481,856,CO81LL11,"31 CHAMBERS ST - FACADE REPAIRS LOCAL LAW 11",IFSP,"",60,0,06/17
CO-81,856 481,856,CO81LL11,"31 CHAMBERS ST - FACADE REPAIRS LOCAL LAW 11",IFDS,"",60,0,06/17
CO-264,856 410,850,CO281K-CR,"120 SCHERMERHORN ST.- INTERIOR RENOVATIONS",IFDS,"",10,0,06/17
CO-264,856 410,850,CO281K-CR,"120 SCHERMERHORN ST.- INTERIOR RENOVATIONS",IFSP,"",25,0,06/17
CO-264,856 410,856,CO-ADA,"VARIOUS COURTS BUILDINGS - ADA WORK",CONS,"",3881,0,06/18
CO-264,856 410,856,CO-HVAC,"VARIOUS PUBLIC BUILDINGS - COURTS HVAC UPGRADES",CONS,"",20140,0,06/24
CO-264,856 410,856,CO-LL11,"VARIOUS PUBLIC BUILDINGS - COURTS LOCAL LAW 11",CONS,"",379,0,06/21
CO-264,856 410,856,CO-LL11,"VARIOUS PUBLIC BUILDINGS - COURTS LOCAL LAW 11",CONS,"",4166,0,06/22
CO-264,856 410,856,CO-LL5,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE/LIFE SAFETY",CONS,"",7143,0,06/20
CO-264,856 410,856,CO-LL5,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE/LIFE SAFETY",CONS,"",7143,0,06/22
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",5557,0,06/20
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",1250,0,06/21
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",21939,0,06/22
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",28173,0,06/23
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",23710,0,06/24
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",52570,0,06/25
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",54200,0,06/26
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",55880,0,06/27
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",7280,0,06/18
CO-264,856 410,856,CO-LL5FS,"VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION",CONS,"",3602,0,06/19
CO-264,856 410,856,CO-ROOF,"VARIOUS PUBLIC BUILDINGS - COURTS ROOF UPGRADES",CONS,"",592,0,06/22
CO-264,856 410,856,CO-ROOF,"VARIOUS PUBLIC BUILDINGS - COURTS ROOF UPGRADES",CONS,"",592,0,06/23
CO-264,856 410,856,CO-ROOF,"VARIOUS PUBLIC BUILDINGS - COURTS ROOF UPGRADES",CONS,"",592,0,06/24
CO-264,856 410,856,CO-ROOF,"VARIOUS PUBLIC BUILDINGS - COURTS ROOF UPGRADES",CONS,"",592,0,06/25
CO-264,856 410,856,CO-ROOF,"VARIOUS PUBLIC BUILDINGS - COURTS ROOF UPGRADES",CONS,"",610,0,06/26
CO-264,856 410,856,CO-ROOF,"VARIOUS PUBLIC BUILDINGS - COURTS ROOF UPGRADES",CONS,"",629,0,06/27
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",CONS,"",8074,0,06/17
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",CONS,"",10900,0,06/17
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",CONS,"",3320,0,06/17
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",CONS,"",244,0,06/17
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",IFSP,"",1000,0,06/17
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",IFSP,"",1000,0,06/18
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",IFDS,"",1000,0,06/17
CO-264,856 410,856,CO264BCC,"DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT",IFDS,"",1000,0,06/18
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",CONS,"",2009,0,06/17
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",CONS,"",22000,0,06/17
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",CONS,"",35437,0,06/18
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",CONS,"",5984,0,06/19
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",DSGN,"",4414,0,07/16
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",DSGN,"",1,0,07/17
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",EQFN,"OFFICE FURNITURE",5903,0,06/19
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",EQFN,"COMMUNICATIONS EQUIPMENT",1967,0,06/19
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",CONS,"",984,0,06/20
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",IFSP,"",400,0,06/17
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",IFSP,"",500,0,06/18
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",IFDS,"",400,0,06/17
CO-264,856 410,856,CO264BKCV,"OCA- RELOCATION FROM 141 LIVINGSTON ST. TO 210 JORALEMON",IFDS,"",500,0,06/18
CO-264,856 410,856,CO264CADA,"CITYWIDE COURTS ADA LUMP SUM",CONS,"",1140,0,06/21
CO-264,856 410,856,CO264CADA,"CITYWIDE COURTS ADA LUMP SUM",CONS,"",2450,0,06/22
CO-264,856 410,856,CO264DCAS,"REHABILITATION OF VARIOUS COURT FACILITES",CONS,"",8616,0,06/17
CO-264,856 410,856,CO264DCAS,"REHABILITATION OF VARIOUS COURT FACILITES",CONS,"",2053,0,06/18
CO-264,856 410,856,CO264DCAS,"REHABILITATION OF VARIOUS COURT FACILITES",CONS,"",1645,0,06/19
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",8057,0,06/17
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",6690,0,06/17
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",18692,0,06/17
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",2424,0,06/17
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",84118,0,06/18
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",65435,0,06/19
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",178035,0,06/20
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",140000,0,06/21
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",100000,0,06/22
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",7031,0,06/17
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",100000,0,06/23
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",100000,0,06/24
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",66800,0,06/25
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",68871,0,06/26
CO-264,856 410,856,CO264MISC,"VARIOUS COURT FACILITIES- REHABILITATION",CONS,"",71006,0,06/27
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",CONS,"",0,3728,06/18
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",CNSP,"",0,678,06/17
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",DSGN,"",0,209,06/17
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",DSGN,"",0,43,07/16
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",CONS,"",0,715,06/18
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",CNSP,"",0,320,06/17
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",DSGN,"",1,1,06/17
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",IFDS,"",0,200,06/17
CO-272,856 414,850,CO272ELC2,"45 MONROE PL - ELECTRICAL / FA UPGRADE",IFSP,"",0,600,06/17
CO-272,856 414,850,CO272ELV2,"45 MONROE PL. - ELEVATOR",CONS,"",0,1911,01/17
CO-272,856 414,850,CO272ELV2,"45 MONROE PL. - ELEVATOR",DSGN,"",0,92,06/17
CO-272,856 414,850,CO272ELV2,"45 MONROE PL. - ELEVATOR",IFSP,"",0,140,06/17
CO-272,856 414,850,CO272ELV2,"45 MONROE PL. - ELEVATOR",IFDS,"",0,96,06/17
CO-272,856 414,850,CO272ELV2,"45 MONROE PL. - ELEVATOR",IFDS,"",0,10,06/17
CO-272,856 414,850,CO272ELV2,"45 MONROE PL. - ELEVATOR",CONS,"",0,549,06/17
CO-272,856 414,856,CO272STA,"45 MONROE - BOILER STACKS",DSGN,"",55,0,08/16
CO-272,856 414,856,CO272STA,"45 MONROE - BOILER STACKS",IFSP,"",10,0,06/17
CO-272,856 414,856,CO272STA,"45 MONROE - BOILER STACKS",IFDS,"",10,0,06/17
CO-275,856 416,856,CO275AC,"67 TARGEE ST.- ELECTRICAL & HVAC UPGRADE",CONS,"",1,0,06/17
CO-276,856 417,856,CO276EXT2,"100 Richmond Terrace - Family Court/ Exterior",CONS,"",4013,0,06/20
CO-276,856 417,856,CO276EXT2,"100 Richmond Terrace - Family Court/ Exterior",DSGN,"",401,0,06/19
CO-277,856 418,850,CO277ELV2,"25-10 COURT HOUSE SQ.- ELEVATORS",CONS,"",960,0,06/17
CO-277,856 418,850,CO277ELV2,"25-10 COURT HOUSE SQ.- ELEVATORS",CONS,"",400,0,06/17
CO-277,856 418,850,CO277ELV2,"25-10 COURT HOUSE SQ.- ELEVATORS",IFSP,"",15,0,06/17
CO-277,856 418,850,CO277ELV2,"25-10 COURT HOUSE SQ.- ELEVATORS",IFDS,"",200,0,06/17
CO-277,856 418,850,CO277ELV2,"25-10 COURT HOUSE SQ.- ELEVATORS",CONS,"",628,0,06/17
CO-277,856 418,850,CO277ELV2,"25-10 COURT HOUSE SQ.- ELEVATORS",CONS,"",300,0,06/17
CO-277,856 418,850,CO277FA,"25-10 COURT HOUSE SQ.- FIRE ALARM SYSTEM",DSGN,"",30,0,06/17
CO-277,856 418,850,CO277FA,"25-10 COURT HOUSE SQ.- FIRE ALARM SYSTEM",CONS,"",240,0,06/17
CO-277,856 418,850,CO277FA,"25-10 COURT HOUSE SQ.- FIRE ALARM SYSTEM",IFDS,"",40,0,06/17
CO-277,856 418,850,CO277FA,"25-10 COURT HOUSE SQ.- FIRE ALARM SYSTEM",IFSP,"",10,0,06/17
CO-278,856 419,850,CO278CONV,"360 ADAMS ST.- CONVERSION TO CIVIL COURT",CONS,"",53,0,06/17
CO-278,856 419,850,CO278CONV,"360 ADAMS ST.- CONVERSION TO CIVIL COURT",CONS,"",150,0,06/17
CO-278,856 419,850,CO278CONV,"360 ADAMS ST.- CONVERSION TO CIVIL COURT",CONS,"",72,0,06/17
CO-278,856 419,850,CO278EXT2,"360 ADAMS ST. - EXTERIOR",CONS,"",2011,0,06/18
CO-278,856 419,850,CO278EXT2,"360 ADAMS ST. - EXTERIOR",DSGN,"",250,0,06/17
CO-278,856 419,850,CO278EXT2,"360 ADAMS ST. - EXTERIOR",IFSP,"",242,0,06/17
CO-278,856 419,850,CO278EXT2,"360 ADAMS ST. - EXTERIOR",DSGN,"",230,0,06/17
CO-278,856 419,850,CO278FA3,"360 ADAMS STREET - FIRE ALARM SYSTEM & SPRINKLER UPGRADE",DSGN,"",2140,0,06/17
CO-278,856 419,850,CO278FA3,"360 ADAMS STREET - FIRE ALARM SYSTEM & SPRINKLER UPGRADE",CONS,"",37320,0,06/18
CO-278,856 419,850,CO278FA3,"360 ADAMS STREET - FIRE ALARM SYSTEM & SPRINKLER UPGRADE",IFDS,"",350,0,06/17
CO-278,856 419,850,CO278FA3,"360 ADAMS STREET - FIRE ALARM SYSTEM & SPRINKLER UPGRADE",IFSP,"",3500,0,06/17
CO-278,856 419,856,CO278BOIL,"360 ADAMS ST BOILER FEED WATER SYSTEM REPLACEMENT",DSGN,"",56,0,08/16
CO-278,856 419,856,CO278BRPL,"360 ADAMS ST BOILER REPLACEMENT",CONS,"",605,0,06/17
CO-278,856 419,856,CO278BRPL,"360 ADAMS ST BOILER REPLACEMENT",DSGN,"",7,0,06/17
CO-278,856 419,856,CO278BRPL,"360 ADAMS ST BOILER REPLACEMENT",IFSP,"IN-HOUSE SUPERVISION OF C",75,0,06/17
CO-278,856 419,856,CO278ELV,"360 ADAMS ST.- ELEVATOR MODERNIZATION",DSGN,"",1000,0,06/18
CO-278,856 419,856,CO278ELV,"360 ADAMS ST.- ELEVATOR MODERNIZATION",CONS,"",11400,0,06/20
CO-278,856 419,856,CO278FA,"360 ADAMS STREET - FIRE ALARMS",DSGN,"",280,0,01/17
CO-278,856 419,856,CO278FA,"360 ADAMS STREET - FIRE ALARMS",IFDS,"",56,0,06/17
CO-278,856 419,856,CO278FA,"360 ADAMS STREET - FIRE ALARMS",CONS,"",2400,0,06/18
CO-278,856 419,856,CO278FA,"360 ADAMS STREET - FIRE ALARMS",IFSP,"",42,0,06/17
CO-278,856 419,856,CO278RF,"360 ADAMS STREET - ROOF",DSGN,"",43,0,06/18
CO-278,856 419,856,CO278RF,"360 ADAMS STREET - ROOF",CONS,"",430,0,06/19
CO-278,856 419,856,CO278RF,"360 ADAMS STREET - ROOF",IFDS,"",5,0,06/18
CO-278,856 419,856,CO278RF,"360 ADAMS STREET - ROOF",IFSP,"",43,0,06/19
CO-278,856 419,856,CO278TOIL,"360 ADAMS ST. - CODE COMPLIANT TOILET UPGRADE",DSGN,"",350,0,06/19
CO-278,856 419,856,CO278TOIL,"360 ADAMS ST. - CODE COMPLIANT TOILET UPGRADE",CONS,"",3000,0,06/20
CO-281,856 422,850,CO281FA,"120 SCHERMERHORN ST.- FIRE ALARM/DETECTION",IFSP,"",125,0,06/19
CO-281,856 422,850,CO281K-CR,"120 SCHERMERHORN ST.- INTERIOR RENOVATIONS",IFSP,"",25,0,06/17
CO-281,856 422,850,CO281LL11,"120 SCHERMERHORN ST - FACADE REPAIRS LOCAL LAW 11",CONS,"",2569,0,06/18
CO-281,856 422,850,CO281LL11,"120 SCHERMERHORN ST - FACADE REPAIRS LOCAL LAW 11",DSGN,"",380,0,06/18
CO-281,856 422,850,CO281TOIL,"120 SCHERMERHORN ST.- CODE COMPLIANT TOILET UPGRADE",CONS,"",400,0,06/17
CO-281,856 422,850,CO281TOIL,"120 SCHERMERHORN ST.- CODE COMPLIANT TOILET UPGRADE",CONS,"",3600,0,06/17
CO-281,856 422,850,CO281TOIL,"120 SCHERMERHORN ST.- CODE COMPLIANT TOILET UPGRADE",IFDS,"",72,0,06/17
CO-281,856 422,850,CO281TOIL,"120 SCHERMERHORN ST.- CODE COMPLIANT TOILET UPGRADE",IFDS,"",200,0,06/19
CO-281,856 422,850,CO281TOIL,"120 SCHERMERHORN ST.- CODE COMPLIANT TOILET UPGRADE",IFSP,"",432,0,06/17
CO-281,856 422,850,CO281TOIL,"120 SCHERMERHORN ST.- CODE COMPLIANT TOILET UPGRADE",IFOT,"",7,0,06/17
CO-281,856 422,856,CO281BOIL,"120 SCHERMERHORN ST.- BOILER FEED WATER SYSTEM REPLACEMENT",CONS,"",29,0,06/17
CO-281,856 422,856,CO281ELEC,"120 SCHERMERHORN ST.- ELECTRICAL UPGRADE",IFSP,"",20,0,06/17
