managingagency,projectid,description,citycost,noncitycost,totalcost
801,SANDSMC,Hurricane Sandy - Saw Mill Creek Marsh Restoration,11623000,1000000,12623000
801,HPRAILSBG,HUNTS POINT RAIL SPUR,261000,12351000,12612000
850,QED-1021,Water Main replacement in Farmers Blvd.,12597000,9000,12606000
826,GKCI04-06,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-004 PH 6,12541000,0,12541000
841,BRX287S,MACOMBS DAM BRIDGE - REHAB OF FENDER SYSTEM & 155TH VIA,7540000,4987000,12527000
806,SHLARG25,"SMALL HOMES DEVELOPMENT, LARGE SITES FY25",12507000,0,12507000
850,PW348-73,FUEL TANK REPLACEMENT,12500000,0,12500000
826,TOC-BWS,TOC Design Services Contracts,12500000,0,12500000
826,PS-304,RECONSTRUCTION AT GLENDALE PUMPING STATION,12500000,0,12500000
826,PS-296,RECONSTRUCTION AT MELVIN PUMPING STATION,12500000,0,12500000
57,F212911VA,911 SYSTEM UPGRADE - PSAC 1 Voice Alarm,12500000,0,12500000
850,PW348-72,FUEL TANK REPLACEMENT,12500000,0,12500000
806,SHN3760B,COMUNILIFE 760 BROADWAY WOODHULL COMMUNITY RES,12460000,0,12460000
72,C117APPLI,SOFTWARE APPLICATION UPGRADES,12437000,0,12437000
826,GKCI04-03,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-004 PH 3,12404000,0,12404000
856,CO296EV,125-01 QUEENS BLVD.- ELEVATORS,12400000,0,12400000
856,CO278ELV,360 ADAMS ST.- ELEVATOR MODERNIZATION,12400000,0,12400000
806,HAM19AMEL,AMSTERDAM HOUSES ELEVATOR UPGRADE,12392000,0,12392000
841,HBCD013A,IN-PROCESS FAB INSPECTION OF STRUCTURAL STEEL IN NE US,12386000,0,12386000
850,PW348-71,FUEL TANK REPLACEMENT,12385000,0,12385000
841,HBCD0011A,IN-PROCESS FAB INSPECTION STRUCTURAL STEEL IN NE USA,12383000,0,12383000
72,C75RMSCHV,"RMSC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",12336000,0,12336000
856,CO264DCAS,REHABILITATION OF VARIOUS COURT FACILITES,12314000,0,12314000
806,SHLARG24,"SMALL HOMES DEVELOPMENT, LARGE SITES FY24",12262000,0,12262000
801,SAND6701,COLER : DESIGN & CONSTRUCTION FOR NEW GENERATOR,0,12258000,12258000
850,PO205-PA,CONSTRUCTION OF A NEW POLICE ACADEMY/TRAINING FACILITY,12254000,0,12254000
126,PV272EDUC,QBG - Queens Botanical Garden Educ Bldg Renovation,12250000,0,12250000
856,PW77100SP,100 GOLD STREET- SPRINKLER UPGRADE,12220000,0,12220000
72,SANDCONDT,Hurricane Sandy Underground Conduits at VCBC,1219000,10977000,12196000
72,SANDHART,Hurricane Sandy-harts island Reconstruct from storm damage,1292000,10879000,12171000
806,SHLARG20,"SMALL HOMES DEVELOPMENT, LARGE SITES FY20",12128000,0,12128000
841,HBCBORERS,"PROTECTION AGAINST MARINE BORERS, CITYWIDE",9660000,2450000,12110000
841,HB1070HHP,Protective Coating of HHP Over West 158th St Bin: 2229349,12100000,0,12100000
826,SE-861C,"New HLSS, combined sewers and WM",12100000,0,12100000
96,HR120CEQ1,Computer Equipment Replacement,5918000,6162000,12080000
846,P-415AQUA,FMCP - Aquatic Center Roof Replacement,12056000,0,12056000
72,C75WINDOW,WINDOW REPLACEMENT AT MDC FY11 & VAR. FACILITIES IN OUTYRS,12050000,0,12050000
57,F212ATS13,ATS SYSTEM UPGRADE,12041000,0,12041000
806,SHLARG23,"SMALL HOMES DEVELOPMENT, LARGE SITES FY23",12024000,0,12024000
819,29201610,KCHC: LOCAL LAW -11 COMPLIANCE - BLDG T,12000000,0,12000000
826,PS-286,ST ALBANS PUMPING STATION,12000000,0,12000000
56,PO208ICAD,ICAD REFRESH,12000000,0,12000000
826,PS179,REHAB 179 ST PS/CONST MULTIPLE PS IN TOWER AREA,12000000,0,12000000
826,CM-BWS,CONSTRUCTION MGMT SERVICES FOR BWS,12000000,0,12000000
826,PS-317,RECONSTRUCT VICTORY BOULEVARD PUMPING STATION STATEN ISLAN,12000000,0,12000000
826,TOSC1,TASK ORDER SERVICES,12000000,0,12000000
801,SANDR2BRG,Construction of Flex Barges,3000000,9000000,12000000
126,SANDYDCA,Sandy - DCA,1200000,10800000,12000000
850,CO294LL,215 E 161ST ST - FACADE REPAIRS LOCAL LAW 11,11956000,0,11956000
856,CO293LL11,851 GRAND CONCOURSE - FACADE REPAIRS LOCAL LAW 11,11955000,0,11955000
801,W125TRANS,West 125th Street/Manhattanville,3039000,8889000,11928000
850,SANDR02,FAR ROCKAWAY IMPROVEMENTS BUSINESS DISTRICT,6719000,5151000,11870000
801,PV375-SST,SST - SECOND STAGE THEATER - Renovation,11815000,0,11815000
846,SANDY5-43,Lemon Creek Marina,1689000,10118000,11807000
801,SIOUTLET,Staten Island Empire Outlets,11800000,0,11800000
806,SHLARG22,"SMALL HOMES DEVELOPMENT, LARGE SITES FY22",11786000,0,11786000
826,GKCI04-01,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-004 PH 1,11777000,0,11777000
841,HW2CR18B,Citywide Milling - Bronx and Manhattan,11760000,0,11760000
850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",11741000,0,11741000
827,S136-374,BOILER & BURNER REPLACEMENT CITYWIDE,11712000,0,11712000
819,ACEHHC408,HHC Coler Hospital Boiler Replacement,10434000,1261000,11695000
856,PW325FC3,210 JORALEMON ST. - BROOKYLN FAN COIL REPLACEMENT,11627000,0,11627000
856,CO294BACK,DASNY - 215 E. 161ST ST.- BACKFILL,11614000,0,11614000
826,WI-281-L,RECONSTRUCTION OF (39) FINAL TANKS AT WARDS ISLAND,11601000,0,11601000
801,CWFSFERRY,Citywide Ferry Service - Ferry Purchase and Upgrade,11600000,0,11600000
826,HED-570,"Trunk & Dist WM & Comb. Sewer Replacement, bx",11589000,0,11589000
850,GQJA03-03,"GI - Cons of ROW Bioswales & Stormwater GS in JAM-003, 3a,",11587000,0,11587000
806,SHLARG21,"SMALL HOMES DEVELOPMENT, LARGE SITES FY21",11556000,0,11556000
72,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",11553000,0,11553000
850,SEK20067,High level storm sewer Gowanus Canal Area. Phase 2.,11542000,0,11542000
111,PO111-2D,55 FOOT LAUNCH,11477000,0,11477000
850,HWPR16M,Rehabilitation of Pedestrian Ramps - Manhattan,11460000,0,11460000
827,S136-366C,COMPOSTING,11448000,0,11448000
841,BUSLANSY2,PURCHASE & INSTALLATION BUS LANE PHOTO ENFORCEMENT SYSTEM,11443000,0,11443000
801,PV264CINE,BAM - BAM South Site Theaters,11437000,0,11437000
801,PV264HART,Brooklyn Academy of Music (BAM),11426000,0,11426000
826,GKCI05-03,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-005 PH 3,11404000,0,11404000
846,NDF-HLDN2,NDF-Highland Park Improvements,11400000,0,11400000
850,HW2CR17A,Citywide Milling - Brooklyn and Staten Island,11381000,0,11381000
850,NDF-ATLAV,Atlantic Ave Sidewalk Recons and Pedestrian Safety Impv,11366000,0,11366000
111,PO163NET1,NETWORK INFRASTRUCTURE UPGRADE 2,11351000,0,11351000
841,HBCD014,Testing and Sampling of Material (Citywide),11301000,0,11301000
801,BNYMOVDEV,Reconstruction of infrastructure of Navy Yard Naval Annex,11300000,0,11300000
826,GKCI05-01,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-005 PH 1,11228000,0,11228000
801,SAND1105,HHC FEMA BELLEVUE HOSPITAL GENERAL CONSTRUCTION,0,11228000,11228000
111,PO185-12B,ESU TRUCK,11219000,0,11219000
846,P-1FERRY8,Ferry Point Park - Waterfront Park,11181000,0,11181000
826,SEX20047,Replacement of combined sewer in Burr Ave,11149000,0,11149000
827,S136-424,Bronx 12 FLOOR SLAB REPLACEMENT,11057000,0,11057000
850,HL82BUSHX,BUSHWICK HEALTH CENTER - EXTERIOR RENOVATION,11039000,0,11039000
71,HH105CARC,CARES CONTINUTY AND HARDWARE,11026000,0,11026000
846,P-201MCCA,McCarren- RC. Pool and Building,11000000,0,11000000
826,OB-144-L,TRC - CONS OF DISINFECTION FACILITIES AT OAKWOOD BEACH,11000000,0,11000000
126,PV205CONS,NYBG - NY Botanical Garden - Conservatory Dome,11000000,0,11000000
826,OH-92-L,TRC - CONS OF DISINFECTION FACILITIES AT OWLS HEAD WPCP,11000000,0,11000000
111,PO163ITSD,ITSD FACILITY INFRASTRUCTURE UPGRADES,11000000,0,11000000
850,S216-415A,WEST 59th STREET MTS,10979000,0,10979000
806,HAM19STEL,ST NICHOLAS HOUSES ELEVATOR UPGRADE,10973000,0,10973000
819,ACEHHC409,HHC LINCOLN MEDICAL CENTER ENERGY UPGRADE,10894000,0,10894000
819,ACEHHC403,HARLEM HOSPITAL CENTER ENERGY UPGRADE,10857000,0,10857000
72,C75GMROOF,GMDC ROOF REPLACEMENT,10812000,0,10812000
826,ACEDEP503,DEP: Cannonsville Hydroelectric Plant,10809000,0,10809000
850,HW2CR16B,Citywide Milling - Bronx and Manhattan,10806000,0,10806000
57,F212FPIMS,FPIMS UPGRADE,10801000,0,10801000
826,CI-125-L,RECONS FINAL SETTLING TANKS & RAS/WAS SYSTEM AT CONEY ISLAN,10800000,0,10800000
111,PO163COBA,COBALT ANALYTICS SYSTEM,10764000,0,10764000
850,HWPR17Q,Pedestrian Ramp Rehabilitation - Queens,10757000,0,10757000
850,HWPLZ011K,ZION TRIANGLE PLAZA,10748000,0,10748000
850,HW2CR16E,"Citywide Milling - Brooklyn, Queens & Staten Island",10727000,0,10727000
72,C75ASBEST,Asbestos Abatement and Air Monitoring - Various Facilities,10698000,0,10698000
826,SER200293,Storm sewer cons and water main replacement,10611000,0,10611000
806,HAM19CAGR,CASTLE HILL HOUSES GAS RISER REPLACEMENTS,10602000,0,10602000
850,PV122-DTH,DTH - Dance Theater of Harlem - Boiler Replacement,10559000,0,10559000
841,HW2CR18E,"Citywide Milling - Brooklyn, Queens and Staten Island",10544000,0,10544000
850,LNC002ROS,CHARLESTON - Site Acquisition and New Branch Construction,10514000,0,10514000
846,P-3CPIBN9,CPI PH1 Plg 103 and St Nicholas North Plg Recons (MG-216M),10512000,0,10512000
826,WQMON-ENT,Above ground monitoring stations,10500000,0,10500000
826,PW-102-L,CONSULTANT DESIGN SVCES FOR ALL BWT JOC & CAPITAL PROJECTS,10500000,0,10500000
826,LFK-RELO,Lefrak Relocation,10500000,0,10500000
826,PS-285,RIKERS ISLAND NORTH AND SOUTH PUMPING STATION,10500000,0,10500000
801,BNYBDELEV,Yard-wide Elevator Reconstruction/Replacement,10500000,0,10500000
72,C75ROOFS,ROOF REPLACEMENT AT ALL RI FACILITIES,10445000,0,10445000
846,P-2BELTPE,Mill Basin Bridge Trees,10429000,0,10429000
846,SANDY4330,NYC4330 Surplus,1042000,9374000,10416000
72,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",10410000,0,10410000
806,MPLP19,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,10382000,0,10382000
57,F109-IE18,INITIAL EQUIPMENT - FY18,10374000,0,10374000
806,MMI27,MIXED MIDDLE INCOME PROGRAM - M2 FY27,10359000,0,10359000
846,SANDY4-23,Rockaway Beach Sports Areas,1036000,9321000,10357000
850,HWR00508,AMBOY ROAD IMPROVEMENTS AT ELTINGVILLE CORRIDOR,10350000,0,10350000
72,C117JMS,JAIL MANAGEMENT SYSTEM,10326000,0,10326000
72,C75AMKCHT,AMKC HEATING REPLACEMENT BUILDINGS 3 & 4,10300000,0,10300000
826,R-153-L,RECONSTRUCT FINAL SETTLING SYSTEM @ ROCKAWAY WWTP,10300000,0,10300000
850,SE-828,Storm and sanitary sewers in Nemeoke Avenue,10289000,0,10289000
826,CRO-452,WWTP - CYCLICAL EQUIPMENT REPLACEMENT,10280000,0,10280000
801,GOVISSPWK,GOVERNORS ISLAND BLDG 301- SPACEWORKS,10270000,0,10270000
826,ROWGI-TOC,GI - CITYWIDE DSGN FOR ROW GREEN INFRASTRUCTURE,10268000,0,10268000
826,WI-295-L,REPLACE DEWATERING ODOR CONTROL EQUIPMENT @ WARDS ISLD. WWTP,10250000,0,10250000
801,JAMSTPLZ,Station Plaza Design & Construction,504000,9731000,10235000
806,HAM22WAGR,WAGNER HOUSES GAS RISER REPLACEMENTS,10230000,0,10230000
850,HW2CR16D,"Citywide Milling - Bronx, Manhattan & Queens",10228000,0,10228000
72,C75RMPWR,"RMSC Power Upgrades for buildings 1,2,3,4,5,6 & 7",10220000,0,10220000
850,P1YANK15A,Kids' Powerhouse Discovery Center - Bronx Children's,8216000,2000000,10216000
850,SEQ201BN8,"Reconstruction of existing sewers, Queens",10188000,0,10188000
846,P-2RHBALL,Red Hook ball fields,10158000,0,10158000
826,CRO-518,Wetland Mitigation at KAP Site,10150000,0,10150000
841,HW2CR18D,"Citywide Milling - Bronx, Manhattan and Queens",10139000,0,10139000
850,EP6-KENT2,"356 FLUSING, BUILDING REPAIR/UPGRADE",10112000,0,10112000
846,P-5CPISTP,CPI PH2 - Stapleton Playground-reconstruction R,10109000,0,10109000
856,ACEHHC606,HHC - Jacobi Campus - EC Measures,10107000,0,10107000
850,HED-562,New 46 Trunk Water Main in E.233rd St. Bronx,10094000,0,10094000
841,HB1070HR,Protective Coating of West 207th Bridge over Harlem River,10084000,0,10084000
826,26-STAB20,26th Ward Primary Settling Tank & Solid Handling,10056000,0,10056000
841,HWPLZ010M,Flatiron Plaza Reconstruction,9741000,300000,10041000
111,PU16APROJ,FISA'S EDP Projects - Current Year Funds,10017000,0,10017000
801,HUNTSFISH,Hunts Point Fish Market,10000000,0,10000000
826,CI-124,RECONSTRUCTION OF HEATING SYSTEM AT CONEY ISLAND WPCP,10000000,0,10000000
826,CS-NC-REG,NEWTOWN CREEK REGULATOR MODIFICATIONS,10000000,0,10000000
801,LIVINGWAG,Living Wage - to incentivize the creation of more jobs,10000000,0,10000000
801,HRPT,Hudson River Park Trust,10000000,0,10000000
846,P-1ORCHPA,Orchard Beach Pavillion & Ancillary Reconstruction,10000000,0,10000000
850,HWEARC06,ENVIRONMENTAL ASSESSMENT REQUIREMENT CONTRACT,10000000,0,10000000
826,DEL-431,EDTO & NTO TURBINE REPLACEMENT,10000000,0,10000000
806,SHLARG17,"SMALL HOMES DEVELOPMENT, LARGE SITES FY17",10000000,0,10000000
801,SANDRBCT,FA Resiliency - BCT,2500000,7500000,10000000
850,SE-740B,SANITARY SEWERS IN ROCKLAND AVENUE,9995000,0,9995000
111,DOB7ELPSI,DOB DOBNOW Phase 2 Inspection Ready System Implementation,9979000,0,9979000
841,HBM1221,E25TH STREET PEDESTRIAN BRIDGE OVER FDR,9976000,0,9976000
846,P-6A93317,VEHICLES & EQUIPMENT - FY17 MAYOR FUNDED,9969000,0,9969000
806,MMI26,MIXED MIDDLE INCOME PROGRAM - M2 FY26,9936000,0,9936000
806,HAM21EWGR,EDENWALD GAS RISERS #6,9900000,0,9900000
850,SE-LC-19,Emergency lining of sewers citywide,9850000,0,9850000
846,P-4PNYC06,PlaNYC-Highland Decommisioning Q020-113M,9848000,0,9848000
71,HH112AUBR,AUBURN ADULT RESIDENCE - BATHROOM UPGRADE,9847000,0,9847000
846,SANDY4371,NYC4371 Surplus,984000,8860000,9844000
856,PW77SANIT,DSNY - RELOCATE DSNY SPACE FROM 137 CENTRE ST.,9829000,0,9829000
40,ACEDOE512,Steam System Optimization,9818000,0,9818000
111,PO163-2,ARREST PROCESSING,9815000,0,9815000
826,SANDNR,STORM MITIGATION WORK ATTHE NORTH RIVER WPCP,982000,8832000,9814000
841,HWK1048C,KENT AVE,7302000,2500000,9802000
841,HBCD0012,TESTING AND SAMPLING OF MATERIAL (CITYWIDE),9800000,0,9800000
850,QED-1036,Water main replacement in Queens Blvd,9782000,0,9782000
826,FACIL-DEP,DEP FACILITIES MANAGEMENT CITYWIDE,9780000,0,9780000
126,PV467M125,Mart 125 Development,9750000,0,9750000
850,MIBBNC001,"New Creek West Branch Bluebelt, BMPs NC-7 and NC-8. Low Flow",3015000,6727000,9742000
826,GQBB06-03,GI - CONS OF ROW BIOSWALES & STORMWATER GREENSTREETS BB-006,9707000,0,9707000
801,PV467STFO,651 Arts South Site Studios Fitout,9706000,0,9706000
56,SANDCD13,PROPERTY CLERK ELECTRICAL CONDUIT,971000,8733000,9704000
826,HP-241-L,RECONSTRUCTION OF THE FINAL SETTLING STYSTEM @ HUNTS POINT,9700000,0,9700000
806,NIHOP19,New Infill Homeownership Opportunities FY19,9678000,0,9678000
816,CMEIT,OCME - Purchase of IT Equipment & Services,9664000,0,9664000
850,CO304LL11,60 CENTRE ST - FACADE REPAIRS LOCAL LAW 11,9658000,0,9658000
72,C117INFRA,"Upgrades of Telecom HVAC, UPS and Peripherals",9656000,0,9656000
850,HWPR17K,Pedestrian Ramp Rehabilitation - Brooklyn,9644000,0,9644000
56,PO79P76R,PIER 76 ROOF RECONSTRUCTION,9633000,0,9633000
850,F175EC293,GUT REHAB OF ENGINE COMPANY 293,9622000,0,9622000
56,PO79FATS,FIREARMS TACTICAL TRAINING CENTERS,9614000,0,9614000
850,SANDHWSI,Non When & Where - Staten Island - Hurricane Sandy,2784000,6825000,9609000
826,CAT-452,WOH Catskill Acqueduct Chambers Rehab & Restoration,9600000,0,9600000
850,SEC20004S,Citywide emergency sewer reconstruction,9590000,0,9590000
846,P-6TRREMD,TREE REMEDIATION- Sandy Damaged Trees,9580000,0,9580000
850,PW348-72A,FUEL TANK REPLACEMENT,9576000,0,9576000
40,ACEDOE511,Dual Fuel Burner Conversion,9570000,0,9570000
850,SANDBOMB,Reconstruct Hurricane Sandy Damaged Bomb Sq bldg,1229000,8331000,9560000
858,DOIT7HOST,DoITT Hosted Capacity Expansion Phase 2,9554000,0,9554000
850,TF18-2012,"QUEENSBORO HALL MUNICIPAL PARKING GARAGE, QUEENS",9548000,0,9548000
846,P-202BRDG,Bridge Park- (B223J-),2544000,7000000,9544000
111,PO163SECR,SECURITY IMPROVEMENTS FOR COMPUTER NETWORK,9540000,0,9540000
846,P-6PNYDOT,PlaNYC - Street Trees,9523000,0,9523000
806,SHN3PCMH,SHLP - PCMH 500 GATES AVENUE,0,9520000,9520000
72,C-101LRFN,RIKERS ISLAND FENCING,9512000,0,9512000
72,C75OBCHV,"OBCC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",9500000,0,9500000
826,BB-218-L,RECONSTRUCT SLUDGE HANDELING IMPROVEMENTS @ BOWERY BAY,9500000,0,9500000
846,P-5CPIB12,CPI PH1- SI COMFORT STATIONS -BUNDLE 3 RG-216MA,9500000,0,9500000
826,JOC-12-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH, & EAST",9500000,0,9500000
816,HL82CHRHC,Central Harlem Health Center interior renovation,9500000,0,9500000
850,E14-0003,DCAS - BRONX FAMILY CRIMINAL COURT-ENERGY UPGRADE,9497000,0,9497000
826,SE-812Z,Sanitary & Storm swr in Page Av b/t Amboy Rd & Estella Pl,9482000,0,9482000
850,HWKF029,FLATLANDS YARD STRUCTURES REHABILITATION,9455000,0,9455000
841,HB10705BP,Protective Coating of Belt Pkwy Bridges 5 Bins,9450000,0,9450000
850,HWR1140B,ARTHUR KILL ROAD (PHASE II) - RICHMOND AVE AND HUGUENOT AVE,9448000,0,9448000
801,P-2GPWB08,GPWB - 65 Commercial St Soccer Pk-MTA Reloc. & Park Develop,9447000,0,9447000
850,PV176CESU,WCS - Bronx Zoo - Con Ed Switchgear Upgrade,9392000,0,9392000
806,HAM20MLEL,MELROSE HOUSES ELEVATOR REPLACEMENT,9389000,0,9389000
801,HPMRKRAIL,Hunts Point Produce Market Raill Imp.,2729000,6632000,9361000
846,P-1MELRO,Melrose Commons URA Site 62 Park Development,9355000,0,9355000
96,HR25PEARL,Construction of 375 Pearl Street,4579000,4766000,9345000
841,TYPLEDP,LUMP SUM FOR COMPUTERS,8506000,832000,9338000
826,STMEOH-08,FAD 08-12 - Stormwater Management-EOH,9326000,0,9326000
826,C549,MANHATTAN TUNNEL ACTIVATION,9302000,0,9302000
111,DOB7NOW2,DOB DOBNOW Phase 2 Implementation,9290000,0,9290000
846,P-415PAVI,FMCP - NYS PAVILION RC Q099-116M,9282000,0,9282000
850,HW2CR17CW,Citywide Milling,9278000,0,9278000
856,PW326RE40,100 GOLD ST.- TENANT RELOCATION FROM 40 RECTOR,9239000,0,9239000
841,HBCD009A,IN-PROCESS FAB INSPECTION OF STRUCTURAL STEEL IN NE USA,9225000,0,9225000
38,LBM16GEEC,GREENPOINT ENVIRONMENTAL EDUCATION CENTER,9200000,0,9200000
801,GOVISBLDG,Governors Island Building Stabilization,9167000,0,9167000
72,C75AMCLR,AMKC - Renovations for Classrooms and Programs - Adult,9160000,0,9160000
850,GNCB14-1A,"GI-CONSTRUCTION OF GI NIN NCB-014, PHASE 1",9160000,0,9160000
72,C75EMCLR,EMTC - Renovations for Classrooms and Programs,9150000,0,9150000
826,PW-103-L,RECONS. PIPING SYSTEMS @ VAR WPCPS - **REPLACING PW-78-L**,9140000,0,9140000
819,02201521,RADIOLOGY UPGRADE / ENTERPRISE-WIDE CLINICAL IMAGE MGMT,9132000,0,9132000
826,STREAM-13,FAD 13-17 Stream Management,9123000,0,9123000
826,DMCCSG,REPLACE SWITCHEARS & MCCS AT DOUGLASTON PS,9100000,0,9100000
806,HAM22SMGR,SMITH HOUSES INSTALLATION OF GAS RISERS #7,9075000,0,9075000
806,HAM22TAEL,TAFT HOUSES ELEVATOR REHABILITATION,9075000,0,9075000
850,HBPED100Q,PED BRIDGE - 51 AVE (Q),9065000,0,9065000
850,PV304WHIS,NYHS - Sweat Equity/Women's History Center - 4th Floor,9050000,0,9050000
111,PW-ITSEC,PW FUNDING FOR VARIOUS IT AND SECURITY PROJECTS,9036000,0,9036000
850,SEQ200467,STRM & SAN SWRS IN 14 AV B/T 115 ST & US BULKHEAD LINE,9030000,0,9030000
826,BB-227-L,EMERGENCY RECONSTRUCTION OF SLUDGE PIPING AT BOWERY BAY,9019000,0,9019000
72,C110-FAC,IT & TELECOM EQUIPMENT REPLACEMENT,9003000,0,9003000
850,SE-LC-20,Emergency lining of sewers citywide,9000000,0,9000000
826,CAN-HYDRO,Development of Hydroelectric Cannonsville Dam. incl P'wrhse,9000000,0,9000000
816,HL82BRNHC,Brownsville Health Center Renovation of interior space,9000000,0,9000000
850,CT2-INTER,"CITY TUNNEL #2, REPLACE GUARD VALVES @ 16A",9000000,0,9000000
826,BED-782A,"Reconstuction of water main & combined sewer,Tillary st. PH",9000000,0,9000000
806,SHN3CW21,CONCERN.WEST 21ST STREET,9000000,0,9000000
801,SAND2601C,CIH: RELOCATE OUTPATIENT RADIOLOGIC IMAGING SERVICES,0,8999000,8999000
111,PO185-15C,18' RACK CREW CAB,8992000,0,8992000
111,PO185-18C,MEDIUM TOW TRUCKS,8981000,0,8981000
39,LQD122OTS,ON-LINE TECHNOLOGY: SYSTEM-WIDE,8975000,0,8975000
850,MED-625,WEST 14TH STREET,8956000,0,8956000
841,HWXS711,RECONSTRUCTION OF STEP STREET AT DAVIDSON AVE,8954000,0,8954000
841,BRBM24012,EMERG FENDER SYS REPLAC AT UNIV. HGHTS BRDG BIN:2240120,8936000,0,8936000
850,S216-399A,SW BROOKLYN MARINE TRANSFER STATION,8907000,0,8907000
126,PVLAMA50,FAB - LA MAMA - Master Plan Construction 74 E. 4th Stre,8906000,0,8906000
850,HWP15KCL,"Simple, Complex, & Landmark Ped Ramps - Brooklyn",8816000,85000,8901000
850,SEC20004R,Citywide emergency sewer reconstruction,8889000,0,8889000
841,SANDCONDU,SANDY CONDUIT ADDITIONAL CITY-WIDE WORK,883000,7936000,8819000
826,GI-NYCHA,GI - NYCHA GREEN INFRASTRUCTURE AT EDENWALD HOUSES - NO & S,8817000,0,8817000
806,MPLP18,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,8814000,0,8814000
72,C75OBCCAT,HV & ATC UPGRADE AT OBCC 300 Bed Addition (Annex),8800000,0,8800000
72,C110-NETW,RIKERS ISLAND ADMIN TELEPHONE SYSTEM,8782000,0,8782000
806,PLP16,Particpation Loan Program FY16,8766000,0,8766000
819,SAND67E,COLER RECONSTRUCTION AS A RESULT OF SANDY - CATEGORY E,0,8753000,8753000
841,PRATTRET,Pratt Ave Retaining Wall,8750000,0,8750000
39,LQSHRENOV,SOUTH HOLLIS - INTERIOR RENOVATION,8750000,0,8750000
850,GE-354,Emergency Reconstruction of Water Mains,8747000,0,8747000
846,P-3PWBSEP,PWB - Seward Park (M,8728000,0,8728000
846,P-2CIWALK,RECONSTRUCTION OF VARIOUS SEGMENT OF CONEY ISL. BDWLK,8727000,0,8727000
846,P-1MELCOM,CPI PH 1- Melrose Commons Site 32 - XG3200-111M,8710000,0,8710000
826,DEL-260,DEL Shaft 18 Kensico Electrical Upgrade,8700000,0,8700000
57,F1-OAC,OUTSIDE AGENCY CABLING,8696000,0,8696000
846,P-6SPCR15,NRG - Spring Creek Salt Marsh Restoration CNYG-2715M,8673000,0,8673000
56,PO79BMAJQ,1 Police Plaza Auditorium,8661000,0,8661000
850,P-5PNYC06,PlaNYC-Ocean Breeze Athletic Fac-Building Fit-Out R149-108,8634000,0,8634000
801,QWESTB,Queens West/Hunter's Point South,8623000,0,8623000
850,SEQ201BS8,"Reconstructiion of existing sewers, Queens SOUTH",8621000,0,8621000
