budgetline,fmsnumber,managingagency,projectid,description,commitmentcode,commitmentdescription,citycost,noncitycost,plancommdate
HB-1012,841 61R,841,HBMA24544,"WEST 40TH ST / AMTRAK 30ST BRANCH BIN# 2245440",DSGN,"",2524000,0,06/18
HB-1012,841 61R,841,HBMA24544,"WEST 40TH ST / AMTRAK 30ST BRANCH BIN# 2245440",SVCS,"",1262000,0,06/18
HB-1012,841 61R,841,HBMA24544,"WEST 40TH ST / AMTRAK 30ST BRANCH BIN# 2245440",DSGN,"",500000,0,06/18
HB-1012,841 61R,841,HBMA24544,"WEST 40TH ST / AMTRAK 30ST BRANCH BIN# 2245440",CONS,"TRACKS AND RAILS",121000,0,06/18
HB-1012,841 61R,841,HBM1145B,"W. 153RD ST. OVER A.C. POWELL BLVD. 2-24671",IFDS,"SUPERVISION OF CONSULTANT",9000,0,06/17
HB-1012,841 61R,841,HBM1165,"RIVERSIDE DRIVE BR/WEST 158TH 2-24672-0",DSGN,"FINAL DESIGN",215000,0,06/17
HB-1012,841 61R,841,HBM1165,"RIVERSIDE DRIVE BR/WEST 158TH 2-24672-0",SVCS,"SPECIAL TECHNICAL INVESTI",3537000,0,06/18
HB-1012,841 61R,841,HBM1165,"RIVERSIDE DRIVE BR/WEST 158TH 2-24672-0",DSGN,"FINAL DESIGN",1785000,0,06/17
HB-1012,841 61R,841,HBM1165,"RIVERSIDE DRIVE BR/WEST 158TH 2-24672-0",CONS,"TRACKS AND RAILS",6000000,0,06/18
HB-1012,841 61R,841,HBM1165,"RIVERSIDE DRIVE BR/WEST 158TH 2-24672-0",IFDS,"",500000,0,06/17
HB-1012,841 61R,841,HBM1170,"A C POWELL BLVD N B /A C POWELL BLVD2-24649-0",IFDS,"",77000,0,06/17
HB-1012,841 61R,841,HBQA23081,"ASTORIA BLVD EB/ 278I( BQE WEST LEG) BIN# 2230810",SVCS,"",1123000,0,06/19
HB-1012,841 61R,841,HBQA23081,"ASTORIA BLVD EB/ 278I( BQE WEST LEG) BIN# 2230810",DSGN,"",2246000,0,06/19
HB-1012,841 61R,841,HBQA23176,"BCIP OVER DUTCH BROADWAY-115 AVE BIN 2231760",DSGN,"",1922000,0,06/18
HB-1012,841 61R,841,HBQA23176,"BCIP OVER DUTCH BROADWAY-115 AVE BIN 2231760",SVCS,"",961000,0,06/18
HB-1012,841 61R,841,HBQA24750,"METROPOLITAN AVE OVER CSX TRANSPORT",DSGN,"",4910000,0,06/18
HB-1012,841 61R,841,HBQA24750,"METROPOLITAN AVE OVER CSX TRANSPORT",SVCS,"",2455000,0,06/18
HB-1012,841 61R,841,HBQA24750,"METROPOLITAN AVE OVER CSX TRANSPORT",DSGN,"",500000,0,06/18
HB-1012,841 61R,841,HBQA24815,"WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159",DSGN,"",3028000,0,06/18
HB-1012,841 61R,841,HBQA24815,"WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159",SVCS,"",1514000,0,06/18
HB-1012,841 61R,841,HBQA24815,"WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159",DSGN,"",500000,0,06/18
HB-1012,841 61R,841,HBQA26614,"HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149",DSGN,"",900000,0,06/18
HB-1012,841 61R,841,HBQA26614,"HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149",SVCS,"",1250000,0,06/21
HB-1012,841 61R,841,HBQC064,"678I SB TO BCIP EB/ACCESS RD FROM 678I 2-26616-0",DSGN,"TOTAL DESIGN",898000,0,06/18
HB-1012,841 61R,841,HBQC064,"678I SB TO BCIP EB/ACCESS RD FROM 678I 2-26616-0",DSGN,"TOTAL DESIGN",1500000,0,06/17
HB-1012,841 61R,841,HBQC064,"678I SB TO BCIP EB/ACCESS RD FROM 678I 2-26616-0",SVCS,"SPECIAL TECHNICAL INVESTI",540000,0,06/19
HB-1012,841 61R,841,HBQ002C,"COOPER AVE PED TREATMENT",DSGN,"",0,200000,06/17
HB-1012,841 61R,841,HBQ1115,"UNION TURNPIKE / CROSS ISLAND PKWY 2-23185-0",DSGN,"",800000,0,06/18
HB-1012,841 61R,841,HBQ1208,"LINDEN BLVD BRIDGE OVER CROSS ISLAND PKWY , QUEENS 2-23175-0",DSGN,"",1910000,0,06/20
HB-1012,841 61R,841,HBQ1208,"LINDEN BLVD BRIDGE OVER CROSS ISLAND PKWY , QUEENS 2-23175-0",SVCS,"SPECIAL TECHNICAL INVESTI",995000,0,06/20
HB-1012,841 61R,841,HBQ1209,"SUNRISE HWY W/B BRIDGE OVER BLP W/B, QUEENS 2-23166-0",DSGN,"",1555000,0,06/20
HB-1012,841 61R,841,HBQ1209,"SUNRISE HWY W/B BRIDGE OVER BLP W/B, QUEENS 2-23166-0",SVCS,"",747000,0,06/20
HB-1012,841 61R,841,HBQ49AV,"49TH AVE OVER LIRR, AMT, CON NE (BIN2247290)",DSGN,"",6716000,0,06/18
HB-1012,841 61R,841,HBQ49AV,"49TH AVE OVER LIRR, AMT, CON NE (BIN2247290)",SVCS,"SPECIAL TECHNICAL INVESTI",4340000,0,06/18
HB-1012,841 61R,841,HBQ49AV,"49TH AVE OVER LIRR, AMT, CON NE (BIN2247290)",CONS,"",53705000,0,06/20
HB-1012,841 61R,841,HBQ49AV,"49TH AVE OVER LIRR, AMT, CON NE (BIN2247290)",CNSP,"CONSULTANT SUPERVISION OF",6996000,0,06/20
HB-1012,841 61R,841,HBQ49AV,"49TH AVE OVER LIRR, AMT, CON NE (BIN2247290)",CONS,"TRACKS AND RAILS",9495000,0,06/20
HB-1012,841 61R,841,HBRA24982,"ARTHUR KILL RD/ ARTHUR KILL STREAM BIN#2249820",SVCS,"",350000,0,06/18
HB-1012,841 61R,841,HBRA24982,"ARTHUR KILL RD/ ARTHUR KILL STREAM BIN#2249820",DSGN,"",1000000,0,06/18
HB-1012,841 61R,841,HBRA24982,"ARTHUR KILL RD/ ARTHUR KILL STREAM BIN#2249820",CNSP,"",2000000,0,06/21
HB-1012,841 61R,841,HBRC036,"REPLACEMENT OF CULVERT @ GALLOWAY AVE/MARIANNE ST - R-00010",SVCS,"",10000,0,06/18
HB-1012,841 61R,841,HBRC036,"REPLACEMENT OF CULVERT @ GALLOWAY AVE/MARIANNE ST - R-00010",CNSP,"CONSULTANT SUPERVISION OF",24000,0,06/18
HB-1012,841 61R,841,HBRC036,"REPLACEMENT OF CULVERT @ GALLOWAY AVE/MARIANNE ST - R-00010",IFSP,"",250000,0,06/17
HB-1012,841 61R,841,HBRC037,"REPLACEMENT OF CULVERT @ FOREST AVE/CRISTAL AVE - R-00011",SVCS,"",66000,0,06/18
HB-1012,841 61R,841,HBRC037,"REPLACEMENT OF CULVERT @ FOREST AVE/CRISTAL AVE - R-00011",CNSP,"CONSULTANT SUPERVISION OF",182000,0,06/18
HB-1012,841 61R,841,HBRC037,"REPLACEMENT OF CULVERT @ FOREST AVE/CRISTAL AVE - R-00011",IFSP,"",250000,0,06/17
HB-1012,841 61R,841,HBRC039,"REPLACEMENT OF CULVERT @ MIDLAND AVE/HYLAN BLVD - R-00023",CNSP,"CONSULTANT SUPERVISION OF",130000,0,06/17
HB-1012,841 61R,841,HBRC039,"REPLACEMENT OF CULVERT @ MIDLAND AVE/HYLAN BLVD - R-00023",IFSP,"",250000,0,06/17
HB-1012,841 61R,841,HBRC040,"REPLACEMENT OF CULVERT @ ROCKLAND AVE/BRIELLE AVE - R-00034",SVCS,"",26000,0,06/18
HB-1012,841 61R,841,HBRC040,"REPLACEMENT OF CULVERT @ ROCKLAND AVE/BRIELLE AVE - R-00034",IFSP,"",250000,0,06/17
HB-1012,841 61R,841,HBRC041,"REPLACEMENT OF CULVERT @ FOSTER AVE/RANDALL AVE - R-00068",SVCS,"",10000,0,06/17
HB-1012,841 61R,841,HBRC041,"REPLACEMENT OF CULVERT @ FOSTER AVE/RANDALL AVE - R-00068",IFSP,"",75000,0,06/17
HB-1012,841 61R,841,HBRC042,"REPLACEMENT OF CULVERT @ GREGG PL/RANDALL AVE - R-00069",SVCS,"",13000,0,06/18
HB-1012,841 61R,841,HBRC042,"REPLACEMENT OF CULVERT @ GREGG PL/RANDALL AVE - R-00069",DSGN,"TOTAL DESIGN",6000,0,06/18
HB-1012,841 61R,841,HBRC042,"REPLACEMENT OF CULVERT @ GREGG PL/RANDALL AVE - R-00069",IFSP,"",250000,0,06/17
HB-1012,841 61R,841,HBRC043,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/MULDOON AVE - R00084",SVCS,"",21000,0,06/18
HB-1012,841 61R,841,HBRC043,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/MULDOON AVE - R00084",CNSP,"CONSULTANT SUPERVISION OF",57000,0,06/18
HB-1012,841 61R,841,HBRC043,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/MULDOON AVE - R00084",IFSP,"",250000,0,06/17
HB-1012,841 61R,841,HBRC045,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/RIDGEWOOD AV",SVCS,"",12000,0,06/18
HB-1012,841 61R,841,HBRC045,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/RIDGEWOOD AV",DSGN,"TOTAL DESIGN",6000,0,06/18
HB-1012,841 61R,841,HBRC045,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/RIDGEWOOD AV",IFSP,"",75000,0,06/17
HB-1012,841 61R,841,HBSYSVRS,"Over Dimensional Vehicle Routing System",DSGN,"",1000000,0,06/18
HB-1012,841 61R,841,HBSYSVRS,"Over Dimensional Vehicle Routing System",DSGN,"",520000,0,06/19
HB-1012,841 61R,841,HBX1127,"RECON PELHAM PKWY BRIDGE OVER HUTCHINSON PKWY 2-07584-9",DSGN,"TOTAL DESIGN",4323000,0,06/17
HB-1012,841 61R,841,HBX1127,"RECON PELHAM PKWY BRIDGE OVER HUTCHINSON PKWY 2-07584-9",SVCS,"",1848000,0,06/17
HB-1012,841 61R,841,HBX1131,"BRUCKNER EXP / WESTCHESTER CREEK 1-066510",IFDS,"FINAL DESIGN",850000,0,06/17
HB-1012,841 61R,841,HBX1172,"E 188TH ST / METRO NORTH RR HAR 2-241810",IFSP,"",725000,0,06/17
HB-1012,841 61R,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",DSGN,"TOTAL DESIGN",565000,0,06/20
HB-1012,841 61R,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",DSGN,"TOTAL DESIGN",505000,0,06/17
HB-1012,841 61R,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",SVCS,"SPECIAL TECHNICAL INVESTI",1200000,0,06/19
HB-1012,841 61R,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",CONS,"TRACKS AND RAILS",4400000,0,06/19
HB-1012,841 61R,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",DSGN,"TOTAL DESIGN",366000,0,06/18
HB-1012,841 61R,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",DSGN,"TOTAL DESIGN",495000,0,06/17
HB-1012,841 61R,841,HBX156,"E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030)",DSGN,"",5000000,0,06/18
HB-1012,841 61R,841,HBX156,"E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030)",SVCS,"SPECIAL TECHNICAL INVESTI",2500000,0,06/18
HB-1012,841 61R,841,HBX156,"E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030)",CONS,"",50000000,0,06/21
HB-1012,841 61R,841,HBX156,"E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030)",CNSP,"CONSULTANT SUPERVISION OF",7500000,0,06/21
HB-1012,841 61R,841,HBX156,"E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030)",DSGN,"",500000,0,06/18
HB-1012,841 61R,841,HBX163,"5 Bridges - Melrose, Bronx",DSGN,"",66000,0,06/18
HB-1012,841 61R,841,HBX180,"E. 180TH ST OVER METRO NORTH RR HAR (BIN 2-24179-0)",SVCS,"SPECIAL TECHNICAL INVESTI",750000,0,06/18
HB-1012,841 61R,841,HBX180,"E. 180TH ST OVER METRO NORTH RR HAR (BIN 2-24179-0)",CONS,"",15000000,0,06/19
HB-1012,841 61R,841,HBX180,"E. 180TH ST OVER METRO NORTH RR HAR (BIN 2-24179-0)",CNSP,"CONSULTANT SUPERVISION OF",4148000,0,06/18
HB-1012,841 61R,841,HBX180,"E. 180TH ST OVER METRO NORTH RR HAR (BIN 2-24179-0)",CONS,"TRACKS AND RAILS",2500000,0,06/18
HB-1012,841 61R,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",DSGN,"TOTAL DESIGN",315000,0,06/18
HB-1013,841 61S,111,FLEETRHB2,"REPLACEMENT OF VEHICLE FOR BRIDGE DIVISIONS FY13&FY14",EQVH,"",1479000,0,06/17
HB-1013,841 61S,111,FLEETRHB2,"REPLACEMENT OF VEHICLE FOR BRIDGE DIVISIONS FY13&FY14",EQVH,"",2221000,0,06/18
HB-1013,841 61S,111,FLEETRHB2,"REPLACEMENT OF VEHICLE FOR BRIDGE DIVISIONS FY13&FY14",EQVH,"",287000,0,06/17
HB-1013,841 61S,111,FLEETRHB2,"REPLACEMENT OF VEHICLE FOR BRIDGE DIVISIONS FY13&FY14",EQVH,"",632000,0,06/17
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",1071000,0,06/24
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",1107000,0,06/25
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",2033000,0,06/18
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",900000,0,06/19
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",978000,0,06/20
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",997000,0,06/21
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",1017000,0,06/22
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"VANS CARGO",1037000,0,06/23
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"",1141000,0,06/26
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",EQVH,"",1177000,0,06/27
HB-1013,841 61S,111,HB1013VEH,"LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT",CTGY,"",1629000,0,06/17
HB-1013,841 61S,111,TD18BIBM,"In-Depth Inspection (Bridges)",EQVH,"",620000,0,06/17
HB-1013,841 61S,111,TD18EJF,"Joint Fillers Replacement Equipment (Bridges)",EQVH,"",1440000,0,06/17
HB-1013,841 61S,111,TD18ICE,"Anti-Icing Vehicles (Bridges)",EQVH,"",4125000,0,06/18
HB-1013,841 61S,111,TD18VERPL,"Vehicle/Equipment Replacement",EQVH,"",1514000,0,06/17
HB-1013,841 61S,841,HB1013,"IRON SHOP EQUIPMENT",EQFN,"",90000,0,06/18
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"GENERAL",399000,0,06/20
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"GENERAL",406000,0,06/21
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"GENERAL",1543000,0,06/18
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"GENERAL",392000,0,06/19
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"",428000,0,06/24
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"",441000,0,06/25
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"GENERAL",414000,0,06/22
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"GENERAL",414000,0,06/23
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"",455000,0,06/26
HB-1014,841 61T,841,FACLUMP,"LUMP SUM FOR FACILITIES",CONS,"",469000,0,06/27
HB-1014,841 61T,841,HB21FAC,"21ST STREET YARD - OILERS TRAILERS",CONS,"",241000,0,06/17
HB-1014,841 61T,850,HWKF113,"372 KENT AVENUE;GENL,ELECT,PLUMB,HVAC",IFOT,"",10000,0,06/17
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CTGY,"",0,4500000,06/17
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CNSP,"CONSULTANT SUPERVISION OF",1000000,0,06/19
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",SVCS,"SPECIAL TECHNICAL INVESTI",1964000,0,06/18
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CONS,"HIGHWAY BRIDGES",0,1350000,06/17
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CNSP,"CONSULTANT SUPERVISION OF",1609000,0,06/17
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CNSP,"CONSULTANT SUPERVISION OF",391000,0,06/17
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CONS,"HIGHWAY BRIDGES",11973000,0,06/18
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CONS,"HIGHWAY BRIDGES",1360000,0,06/17
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",CNSP,"CONSULTANT SUPERVISION OF",1248000,0,06/18
HB-1023,841 62C,841,HBK1023,"MILL BASIN BR / BELT PARKWAY #2-23147-9/TN",IFSP,"IN-HOUSE SUPERVISION OF C",1500000,0,06/17
HB-1023,841 62C,841,HBK1072WM,"WETLAND MITIGATION BELT PKWAY (PRDGT, FSH CRK, MILL, GERTSN)",CONS,"HIGHWAY BRIDGES",88000,0,06/18
HB-1023,841 62C,846,P-2BELTPE,"Mill Basin Bridge Trees",DSGN,"",1250000,0,06/17
HB-1023,841 62C,846,P-2BELTPE,"Mill Basin Bridge Trees",CONS,"",9179000,0,06/18
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",CONS,"",0,18005000,06/17
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",CNSP,"",0,2285000,06/17
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",SVCS,"SPECIAL TECHNICAL INVESTI",0,1200000,06/17
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",SVCS,"SPECIAL TECHNICAL INVESTI",5364000,0,06/18
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",SVCS,"SPECIAL TECHNICAL INVESTI",1193000,0,06/17
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",CONS,"TRACKS AND RAILS",100000,0,06/18
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",CONS,"HIGHWAY BRIDGES",6270000,6349000,06/18
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",CONS,"HIGHWAY BRIDGES",1500000,0,06/17
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",CNSP,"CONSULTANT SUPERVISION OF",2500000,0,06/18
HB-1027,841 62G,841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",IFSP,"",1250000,0,06/17
HB-1027,841 62G,846,P-3TRE17A,"FY 17 Street Tree Mnht CB 1-12, MG-",CONS,"",246000,0,06/17
HB-1029,841 62I,841,HBX1029,"145TH STREET BRIDGE/ HARLEM RIVER 2-240089",CNSP,"CONSULTANT SUPERVISION OF",16000,0,06/17
HB-1029,841 62I,841,HBX1029,"145TH STREET BRIDGE/ HARLEM RIVER 2-240089",SVCS,"SPECIAL TECHNICAL INVESTI",24000,0,06/17
HB-1048,841 63C,841,HBK1048,"8TH AVE BETWEEN 62ND AND 63RD STS BIN 2-24361 BROOKLYN",CONS,"TRACKS AND RAILS",191000,0,07/16
HB-1049,841 63D,841,HBK1049,"NEW UTRECHT AVE BETWEEN 61ST AND 62ND STS BIN 2-24366, BKLYN",CONS,"TRACKS AND RAILS",184000,0,07/16
HB-1056,841 63K,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",SVCS,"SPECIAL TECHNICAL INVESTI",280000,0,06/18
HB-1056,841 63K,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",CONS,"HIGHWAY BRIDGES",2007000,0,06/17
HB-1056,841 63K,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",CONS,"HIGHWAY BRIDGES",397000,0,06/18
HB-1056,841 63K,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",CNSP,"CONSULTANT SUPERVISION OF",192000,0,06/18
HB-1056,841 63K,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",IFSP,"",500000,0,06/17
HB-1070,841 63Y,841,BRX2110,"BOSTON ROAD OVER BRONX RIVER BIN: 2242110",DSGN,"",1550000,0,01/19
HB-1070,841 63Y,841,BRX2110,"BOSTON ROAD OVER BRONX RIVER BIN: 2242110",CONS,"",16002000,0,01/22
HB-1070,841 63Y,841,BRX2110,"BOSTON ROAD OVER BRONX RIVER BIN: 2242110",SVCS,"",1159000,0,06/19
HB-1070,841 63Y,841,BRX2110,"BOSTON ROAD OVER BRONX RIVER BIN: 2242110",CNSP,"",2427000,0,06/22
HB-1070,841 63Y,841,BRX9579,"BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579",DSGN,"",806000,0,06/17
HB-1070,841 63Y,841,BRX9579,"BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579",CONS,"",30000000,0,06/21
HB-1070,841 63Y,841,BRX9579,"BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579",SVCS,"",1500000,0,06/20
HB-1070,841 63Y,841,BRX9579,"BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579",CNSP,"",6100000,0,06/20
HB-1070,841 63Y,841,BRX9579,"BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579",DSGN,"",294000,0,06/18
HB-1070,841 63Y,841,HBCD003P,"QUALITY ASSURANCE CONTRACT (PAINT, CHEMICAL TESTING)",CONS,"",1269000,0,09/16
HB-1070,841 63Y,841,HBCD005P,"Citywide Inspection/Monitoring of Bridge Paint Removal&App",CONS,"",2442000,0,06/17
HB-1070,841 63Y,841,HBCD007P,"Citywide Inspection/Monitoring of Bridge Paint Removal & A",CONS,"",2711000,0,06/23
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"",15550000,0,06/19
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"",20000000,0,06/20
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"",20591000,0,06/21
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"GENERAL",32000000,0,06/22
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CTGY,"",0,1200000,06/17
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"GENERAL",32000000,0,06/23
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"GENERAL",32000000,0,06/24
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"GENERAL",32000000,0,06/25
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"GENERAL",120013000,0,06/26
HB-1070,841 63Y,841,HBC1070,"BRIDGE PROTECTIVE COATING",CONS,"",122742000,0,06/27
HB-1070,841 63Y,841,HBK4470,"SEELY STREET OVER PROSPECT AVENUE BIN: 2244470",DSGN,"",2600000,0,06/19
HB-1070,841 63Y,841,HBK4470,"SEELY STREET OVER PROSPECT AVENUE BIN: 2244470",CONS,"",21463000,0,06/22
HB-1070,841 63Y,841,HBK4470,"SEELY STREET OVER PROSPECT AVENUE BIN: 2244470",SVCS,"",1154000,0,06/19
HB-1070,841 63Y,841,HBK4470,"SEELY STREET OVER PROSPECT AVENUE BIN: 2244470",CNSP,"",4895000,0,06/22
HB-1070,841 63Y,841,HBMPL7,"Citywide Independent Monitoring of Bridge Lead Paint Removal",DSGN,"TOTAL DESIGN",2826000,0,06/17
HB-1070,841 63Y,841,HBMPL7,"Citywide Independent Monitoring of Bridge Lead Paint Removal",DSGN,"TOTAL DESIGN",33000,0,06/18
HB-1070,841 63Y,841,HBMPL8,"Citywide Independent Monitoring of Bridge Lead Paint Remova",DSGN,"",3228000,0,06/20
HB-1070,841 63Y,841,HBMPL9,"Citywide Independent Monitoring of Bridge Lead Paint Remova",DSGN,"",3616000,0,06/23
HB-1070,841 63Y,841,HBM8650,"REHAB FDR NORTHBOUND FROM EAST 42-49TH ST BIN: 2268650",IFDS,"",625000,0,06/17
HB-1070,841 63Y,841,HBQ8019,"REHAB WOODHAVEN BLVD BIN 2248019",DSGN,"",4793000,0,06/21
HB-1070,841 63Y,841,HBQ8019,"REHAB WOODHAVEN BLVD BIN 2248019",CONS,"",50071000,0,06/23
HB-1070,841 63Y,841,HBQ8019,"REHAB WOODHAVEN BLVD BIN 2248019",CNSP,"CONSULTANT SUPERVISION OF",7589000,0,06/23
HB-1070,841 63Y,841,HBQ8019,"REHAB WOODHAVEN BLVD BIN 2248019",SVCS,"SPECIAL TECHNICAL INVESTI",3624000,0,06/21
HB-1070,841 63Y,841,HBX1460,"WEST TREMONT AVENUE OVER METRO NORTH RR BIN:2241460",CONS,"",32642000,0,06/20
HB-1070,841 63Y,841,HBX1460,"WEST TREMONT AVENUE OVER METRO NORTH RR BIN:2241460",CONS,"TRACKS AND RAILS",7647000,0,06/20
HB-1070,841 63Y,841,HBX1460,"WEST TREMONT AVENUE OVER METRO NORTH RR BIN:2241460",SVCS,"",1864000,0,06/18
HB-1070,841 63Y,841,HBX1460,"WEST TREMONT AVENUE OVER METRO NORTH RR BIN:2241460",CNSP,"",7547000,0,06/20
