managingagency,projectid,description,citycost,noncitycost,totalcost
801,SANDBNYEC,BNYDC - Hurricane Sandy Electrical Repairs,310000,1672000,1982000
827,S136-441,W57th Street Garage Fireproofing and Exterior Completion,1982000,0,1982000
826,DEL-150,Reconstruction of 2 Bridges & 9 Culverts (Dell. Watersh,1981000,0,1981000
827,S216-403,MARINE TRANSFER STATION AT HAMILTON AVENUE,1976000,0,1976000
856,PW324IS18,DCAS - SERVER UPGRADE,1976000,0,1976000
826,SER200261,Storm sewer in Roma Ave bet Tysens Lane & Ebbits Street,1976000,0,1976000
846,P-3PLG15B,Playground Requirements MG-714M,1975000,0,1975000
846,P-5CLAWS,RENOVATION OF CLAWSON PLAYGROUND,1973000,0,1973000
850,PW335ALLS,Asbestos and Lead Abatement Lump Sum,1971000,0,1971000
846,P-3ALRMMN,Manhattan - Fire Alarm,1971000,0,1971000
850,LNCA09KIP,KIPS BAY - Exterior Rehabilitation,1969000,0,1969000
801,GOVHILLS,Governors Island - The Hills,1966000,0,1966000
850,LBC12WIRF,WASHINGTON IRVING ROOF REPLACEMENT,1966000,0,1966000
846,P-303ASCS,ALLEN STREET COMFORT STATION LMDC,965000,1000000,1965000
846,P-2TRE17A,"FY17 Street Tree Brooklyn1,2,3,4,16, BG-",1585000,379000,1964000
850,LBC12STHC,SARATOGA BOILER AND HVAC REPLACEMENT,1962000,0,1962000
111,CITY7NGEN,DoITT Next Generation 911 Program,1959000,0,1959000
801,SBMTAUTO,SBMT - Axis,467000,1492000,1959000
850,PO79BMAHW,114TH PCT PLUMBING SYSTEM REPLACEMENT,1959000,0,1959000
856,CO272CHIL,45 MONROE PL CHILLER REPLACEMENT,0,1958000,1958000
126,PV381-WPM,SRAC - Seventh Regiment - Drill Hall Waterproofing/ Masonry,1954000,0,1954000
71,HH115PWRR,POWERS ROOF,1950000,0,1950000
71,HH115FLRF,FLATLANDS ROOF REPLACEMENT,1950000,0,1950000
71,HH115REBO,REGENT BOILER,1950000,0,1950000
846,P-305MSEL,MADISON SQUARE PARK CONSERVANCY: ETERNAL LIGHT FLAGSTAFF,1950000,0,1950000
71,HH115BFER,BRIARWOOD FAMILY ELECTRIC RECONSTRUCTION,1950000,0,1950000
71,HH115UNBT,UNIVERSITY FAMILY KITCHEN BATHROOMS AND VENTILATION,1950000,0,1950000
846,P-1PNYT21,"PlaNYC- FY17 Street Tree Bronx CB 9-12, XG-",1950000,0,1950000
801,HUNTLUMP,Lump Sum - Hunts Point,1627000,320000,1947000
850,HWCSCH3H1,SAFE ROUTES TO SCHOOLS-94 SCHOOLS,948000,998000,1946000
801,SANDBNYST,BNYDC - Hurricane Sandy Steam System,195000,1750000,1945000
826,PW-95-B,CONST MGMT SVCS FOR VAR CARBON ADDITION FACILITIES,1942000,0,1942000
846,P-4BWIDEM,QUEENS - MULTI SITE QG-1216M,1942000,0,1942000
850,SER200239,"STRM & SAN SWRS & WM IN HARVEST AV, & CAREY AV",1919000,23000,1942000
846,P-3CPI3A2,CPI PH2 - ABRAHAM LINCOLN CS RC,1940000,0,1940000
846,P-216BRWN,BROWNSVILLE RECREATION CENTER (B270-114M),1939000,0,1939000
801,SCHOOLSET,SCHOOL SETTLEMENT ASSOCIATION,1939000,0,1939000
850,SER002306,SAN & STRM SWR IN WOODROW RD B/T ALEXANDER AV & ARHUR KI,1936000,0,1936000
858,ECTP5SME2,ECTP Technical Subject Matter Expertise Services Continued,1936000,0,1936000
801,68201102,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,1935000,0,1935000
846,P-2CPIWKS,CPI PH3- Weeksville Playground,1928000,0,1928000
850,LBC14CNHC,CENTRAL HVAC REPLACEMENT,1923000,0,1923000
846,SANDY4-25,Bayside Marina,458000,1461000,1919000
827,S136-450B,BRICK FACADE REHABILITATION CITYWIDE,1918000,0,1918000
111,OMB6UPGR,OMB Network Upgrade,1914000,0,1914000
850,LNXA12GRC,GRAND CONCOURSE - ADA Compliance and Related Work,1911000,0,1911000
850,BED-802,"WM replacement Hamilton ave gowanus connector, BKLYN",1910000,0,1910000
850,TF18-2007,"DELANCEY AND ESSEX MUNICIPAL PARKING GARAGE,MANHATTAN",1909000,0,1909000
846,P-101STMH,ST. MARY'S PK REC CTR HVAC X045,1908000,0,1908000
850,LBC13NLBR,NEW LOTS BRANCH RENOVATION,1903000,0,1903000
846,SANDY1-04,SANDY - Tiffany Street piers - Type 3 X304-113M,227000,1674000,1901000
850,HL82CHELI,CHELSEA HC INTERIOR REHAB,1901000,0,1901000
801,HWQ662G,Springfield Gardens Phase V,1900000,0,1900000
850,HH112FRFA,FRANKLIN AVENUE FIRE SAFETY,1900000,0,1900000
126,PV683-WPT,Renovation Project,1900000,0,1900000
826,NR-117-L,RECONST OF FIRE PROTECTION SYSTEM @ THE NORTH RIVER WWTP,1900000,0,1900000
801,CSGFEC,THE GUILD FOR EXCEPTIONAL CHILDREN RENOVATION TO MAIN BUILD,1900000,0,1900000
850,LBC14BVHC,BROWNSVILLE HVAC REPLACEMENT,1896000,0,1896000
846,P-1EDENPG,Edenwald playground - basketball & handball crts (X165-115M),1895000,0,1895000
850,HWCSCH3E,SAFE ROUTES TO SCHOOLS-94 SCHOOLS,56000,1838000,1894000
850,GQNC77-01,GI - Green infrastructure in Newtown Creek Area,1893000,0,1893000
801,HLEDEN2,FA - Eden II School for Autistic Children 132872916-L4868,1893000,0,1893000
801,KINGSREST,KINGS THEATRE REDEVELOPMENT COMPANY,1892000,0,1892000
801,PIER4,PIER 4 Rehabilitation,1891000,0,1891000
850,HYDREST04,Sidewalk restoration around fire hydrants & catch basins,1891000,0,1891000
846,P-1CROT11,REGATTA PARK: WATERFRONT ACCESS (XG-31900-115M),1891000,0,1891000
846,P-2PNYT28,"PlaNYC- FY 17 Street Tree Brooklyn 5,14,18 BG-",1890000,0,1890000
801,MANINDFUN,Manufacturing and Industrial Investment Fund,1890000,0,1890000
846,P-2PNYT29,"PlaNYC- FY 17 Street Tree Brooklyn 8,9,17 BG-",1890000,0,1890000
801,HOMPORTDV,Homeport Redevelopment,1886000,0,1886000
850,PS-312Q,CITYWIDE REPAIRS & REHAB OF INTERCEPTING SEWERS - QU,1884000,0,1884000
850,HWMP2019,RECONSTRUCTION OF EAST HOUSTON STREET,1881000,0,1881000
850,RWX018,RETAINING WALL - E 168 ST (EB STEP ST) - TELLER AV & CLAY AV,1879000,0,1879000
806,NPARTPROJ,HPD HOUSING PARTNERSHIP PROJECT,1879000,0,1879000
72,ACEDOC403,RIKERS ISLAND LIGHTING UPGRADES,1878000,0,1878000
56,PO79BMAHP,NBNN FACADE RESTORATION AND ROOFING,1877000,0,1877000
72,C75GMDCAC,Air Conditioning of GMDC Buildings 1-5,1875000,0,1875000
846,P-5TRE17A,"FY17 Street Trees Staten Island, CB 1-3 RG-",1625000,250000,1875000
846,P-204RUDD,Rudd Play. - Con. Skate Park & Bask. ball cts,1874000,0,1874000
40,ACEDOE508,DOE: Building Management System Upgrade,1873000,0,1873000
126,PV176-REP,WCS - Bronx Zoo - Reptile House Facade Restoration,1872000,0,1872000
850,SER002212,"SAN SEWER IN CLOVE LAKE PARK , SI",1871000,0,1871000
68,EMPREP,SECURITY SITE EMERGENCY PREPAREDNESS,1869000,0,1869000
850,LNEA13MHU,Mosholu: New Roof and Exterior Work,1867000,0,1867000
850,PV464PRKG,WH - Wave Hill - Parking Lot Improvements,1864000,0,1864000
841,HWMBRT5,34th STREET,1861000,0,1861000
846,P-108VCBD,Van Cortlandt Pk. Tot Lot Recon (X092-115M),1358000,500000,1858000
850,HH115BWFA,BRIARWOOD - FIRE ALARM UPGRADE,1858000,0,1858000
850,PW29370M,70 MULBERRY STREET - FIRE ALARM DESIGN,1858000,0,1858000
801,ANNADALE,Annadale Road Streetscape Project - Infrastructure Reno,1855000,0,1855000
801,PV050ELMO,MMI - New Gallery for Henson Collection,1853000,0,1853000
850,E16-0004,DSNY - Queens 7 District Garage Annex,1853000,0,1853000
846,P-206MARY,St. Mary's Plgd. Play Equip. Recon. Safety Surf. B118-115M,1002000,850000,1852000
801,ERFERRY,East River Ferry Route,0,1852000,1852000
71,HH105HCPS,CRIME PREVENTION SYSTEM,1851000,0,1851000
850,HL82KJMC4,KINGSBROOK JEWISH MED CTR,1850000,0,1850000
841,SANDHB001,Battery Park 2-23200 & West St 2-26738 Underpasses- Sandy,1850000,0,1850000
850,HWR1140D,ARTHUR KILL ROAD (PHASE IV) - ST ANDREWS PL & BENTLEY ST,1850000,0,1850000
96,HRDN459,Thomas Mott Osborne emorial Fund (Fulton),1850000,0,1850000
827,S136-464H,Queens Enforcement and Police Roof Replacement,1848000,0,1848000
846,P-4BWIDEN,QUEENS - COUNCIL & BP MULTI SITE QG-1316M,1846000,0,1846000
846,P-4CUNPLG,Cunningham Park Lower Playground Renovation,1845000,0,1845000
806,HAM06CSCP,CLINTON SENIOR CENTER-PROJECT FIND,1844000,0,1844000
850,HLRSIUHW3,Staten Island University Hospital -Vascular OR Imaging Syst,1843000,0,1843000
111,HRA7MUN3,IDNYC Online Portal Stage 2,1841000,0,1841000
819,27201610,RENOVATE BEDFORD HEALTH CLINIC,1840000,0,1840000
126,PV072HVAC,BHS - Brooklyn Historic Society HVAC Replacement,1839000,0,1839000
846,P-3RVSSCA,Riverside Pk-Skate park at 109 St.,1835000,0,1835000
846,P-218MPNC,MARINE PARK- SALT MARSH CTR B057-115M,1832000,0,1832000
846,P-5WPBERM,Wolfe's Pond Park Berm,1826000,0,1826000
850,HH112BDFA,BORDEN AVENUE FIRE SAFETY,1825000,0,1825000
841,TFAPEDSYS,Accessible Pedestrian System,1825000,0,1825000
846,P-2BELTPA,Belt Pkwy Lndscp Restoration & Tree Planting Ph2 B166-113M,1823000,0,1823000
858,DOIT1CNET,DOITT: CityNet Upgrade,1816000,0,1816000
850,CO296EXT7,125-01 QUEENS BLVD.- EXTERIOR CYCLE 7,1815000,0,1815000
846,SANDY1-06,SANDY - Ferry Point Park Type 3,457000,1358000,1815000
850,QED1002,WATER MAIN WORK IN VARIOUS LOCATIONS PROJ Q2007-05,1813000,0,1813000
801,PVTFNA-OF,TFANA - Theater for a New Audience Office at Gotham Tower,1813000,0,1813000
850,PV406-CAS,Casa Belvedere - Facility Renovation,1811000,0,1811000
850,PW348-61,Upgrade/replacement/rnstallation of Heating Oil Tanks,1810000,0,1810000
850,CO300ELV2,88-11 SUTPHIN BLVD.- ELEVATOR,1810000,0,1810000
850,SE-858,"High level Storm Sewer installation, Combined Sewer Replmn",1806000,0,1806000
57,F109TL757,TOWER LADDERS - 75' FY17,1805000,0,1805000
846,SANDY2-12,SANDY - Brooklyn Plgd requirements (Type 2) BG-1113M,707000,1096000,1803000
846,P-309RBUS,RVSD DR -TIEMANN PL TO 97TH ST,302000,1500000,1802000
856,PW316BWAY,280 BROADWAY LL 11/98 REHABILITATION,884000,918000,1802000
126,PV112ADA,CIUSA - ADA Access,1800000,0,1800000
806,HAM14RHSR,RED HOOK SENIOR CENTER RENOVATION,1800000,0,1800000
806,HAM14HVCC,HVAC at various community centers,1800000,0,1800000
126,PV219MCCE,MCC Theater Initial Outfitting,1800000,0,1800000
850,PW311S20A,GEOTECHNICAL ENGINEERING SERVICES,1800000,0,1800000
826,CAT-244,RECONSTRUCTION OF A PORTION OF ROUTE 28A,1800000,0,1800000
846,P-4TRE17A,"FY17 Street Tree Queens 6,9,10 QG-",1350000,450000,1800000
42,MC039-017,Cooling Tower Replacement,1800000,0,1800000
801,BNYBLD292,BNYDC Building 292 Roof Replacement,1800000,0,1800000
801,TRIANGLE,FA - Alianza Dominicana,1800000,0,1800000
846,P-300ZO18,Central Park Zoo - Sea Lion Exhibit Renovation,1800000,0,1800000
846,P-103WPBC,Waring Plgd Basketball Courts Recon (X002-,1298000,500000,1798000
42,QC056-015,Lab Improvements/Research Equipment Acquisition,1797000,0,1797000
846,P-107WHLN,Whalen Park Construct into Playground,1797000,0,1797000
856,ACEPOL403,NYPD - LIGHTING UPGRADES,1796000,0,1796000
72,C75COMBI,Replacement of Food Service Equipment - Combi Ovens,1796000,0,1796000
846,P-208LTCS,Lincoln Terrace- Comfort Station B054-115M,1792000,0,1792000
72,C75HOTWTR,HOT WATER RIKERS ISLAND,1790000,0,1790000
856,PW326TLQ2,TLC EXPANSION - 31-00 47 AVE. LIC #4654,1789000,0,1789000
111,PO185-14A,ESU (HELP) TRUCKS,1789000,0,1789000
111,OPAXTIME3,OPA CityTime Systems Implementation,1787000,0,1787000
850,HWCSCH3G1,SAFE ROUTES TO SCHOOLS-94 SCHOOLS,450000,1337000,1787000
111,COMP3INFR,Comptroller - Technology Infrastructure Upgrade,1786000,0,1786000
850,HWK639W,RECON: TILLARY STREET,1778000,6000,1784000
856,PW326DDC7,"DDC -101 TYRELLAN AVENUE ,SI",1782000,0,1782000
850,SEX-SURV4,SURVEYS FOR SEWERS IN BRONX,1782000,0,1782000
72,C75VCBC2,VCBC Barge and Bulkhead Rehabilitation,1781000,0,1781000
126,PV274-BMS,NYHOS - New York Hall of Science BMS Installation,1781000,0,1781000
850,HWCSCH3B3,SAFE ROUTES TO SCHOOLS-94 SCHOOLS,566000,1210000,1776000
111,TD18HTBOX,Hot Box Replacement,1776000,0,1776000
850,SAND1187,Reconstruction of Norton Drive - Hurricane Sandy,412000,1364000,1776000
850,HH112CTFS,CLARKE THOMAS FIRE SAFETY,1775000,0,1775000
801,PV264FULT,Brooklyn Academy of Music (BAM),1774000,0,1774000
850,GRANSTBID,FA - Grand Street BID Renewal Project,1773000,0,1773000
846,P-5ARDTR,Arden Heights Wood -Trails & Parking,1773000,0,1773000
846,P-2CPINEW,CPI Ph2.- Newport Comfort Station,1773000,0,1773000
111,FLEETRHW2,REPLACEMENT VEHICLE/EQUIPMENT FOR FLEET DIVISION,1772000,0,1772000
126,PV262-REC,BCM - Brooklyn Children's Museum Reconstruction,0,1772000,1772000
846,P-311HCTR,HIGHBRIDGE RECREATION CTR RC,1772000,0,1772000
819,02201721,EITS: PURCHASE BIOMEDICAL EQUIPMENT,1771000,0,1771000
850,SANDELEC8,ERIE BASIN TOW POUND ELECTRICAL (SANDY),178000,1592000,1770000
850,HL82LUTR,LUTHERAN MEDICAL CENTER,1757000,0,1757000
826,DEL-134,Del Repair: HYDRAULIC INV - RONDOUT-WEST BRANCH TUNNEL,1756000,0,1756000
850,SAND13GB,Reconstruction of Gerritsen Beach - Hurricane Sandy,177000,1579000,1756000
801,PV653-AAC,HSS - Exterior Renovation of Abron Arts Center,1755000,0,1755000
846,P-4PNYT28,"PlaNYC FY17 Street Tree Queens CB 7,8,11 QG-",1755000,0,1755000
42,QC004-013,Library and Classroom Space Upgrades,1754000,0,1754000
850,CO81SKY2,31 CHAMBERST ST.- RENOVATE SKYLIGHT,1753000,0,1753000
841,HWD10219,Lexington Avenue,1750000,0,1750000
846,P-415PEDA,FMCP Pedestrian Access to Marina,1750000,0,1750000
126,PV704HSA2,HISP - Hipanic Society of America ROOF,1750000,0,1750000
850,P109STARA,STARLIGHT PARK COMFORT STATION X147-111M,1150000,600000,1750000
801,SSFERRY,South Shore Ferry Site Acquisition,1750000,0,1750000
801,MCTROOF2,Manhattan Cruise Terminal Roof - Phase 2 - Pier 88,1746000,0,1746000
126,PV831-SMT,GGD - Gina Gibney Dance Smart Studios GGD - Gina Gibney Dan,1745000,0,1745000
850,HWRC055,HYLAN BLVD AT NEW DROP LANE,1742000,0,1742000
111,PO163-SI2,SYSTEMS INTEGRATOR,1738000,0,1738000
846,P-2BHPARK,"BOROUGH HALL PARK-R/C PAVING, B113-114M",1737000,0,1737000
850,SER200241,STRM & SWR IN BLOOMINGTON RD B/T AUTHUR KILL RD & PITNEY A,1737000,0,1737000
850,SANDELEC5,"100 the precint electrical system replacement, Sandy",236000,1494000,1730000
801,PWQJAM,Neighborhood Hsg Svcs of Jamaica,1725000,0,1725000
850,LBC10CDHC,CLARENDON HVAC Replacement,1719000,0,1719000
856,PW32671T,OCA LEASE RENEWAL AT 151 WEST BROADWAY/71 THOMAS St,1718000,0,1718000
850,LQRDMASON,RIDGEWOOD - MASONRY,1718000,0,1718000
856,PW300FUE2,Citywide Fuel Management System2,1717000,0,1717000
846,P-4031272,P. S. 127 EAST ELMHURST PLGD PHASE II Q373-112MA,1716000,0,1716000
850,LBK15WTHC,WINDSOR TERRACE HEATING & COOLING REPLACEMENT,1716000,0,1716000
846,P-218GOLF,BK Golf Alliance - Marine Pk. Golf Course - B057-415M,1712000,0,1712000
827,S222-420J,DSNY Storage Upgrade,1711000,0,1711000
801,UJOWILL,FA United Jewish Organizations of Williamsburg,1707000,0,1707000
126,PV467APTR,"APT - Afrikan Poetry Theatre, Theatre Reconstruction, Ret",1707000,0,1707000
841,TFWHSBSRT,SBS - Real Time Totem Signs,1706000,0,1706000
846,P-210FHAF,Ft. Hamilton HS- Track Renovation,1706000,0,1706000
111,PSAC2CRAD,DDC PSAC 2: Construction Services,1705000,0,1705000
819,26200901,CIH: ED EXPANSION AND RENOVATION,1705000,0,1705000
126,PV467SPAC,Spaceworks Master Fund,1703000,0,1703000
57,F175EXREN,EXTERIOR RENOVATIONS - EC55,1701000,0,1701000
826,DEL-373,West of Hudson Boat Launches,1700000,0,1700000
846,P-412RK01,Rufus King Park Fence,1700000,0,1700000
42,LM032-017,Gillet Auditorium Renovation,1700000,0,1700000
826,CAT-455,RECONSTRUCTION TANNERSVILLE WWTP,1700000,0,1700000
42,BY015-017,Performing Arts Center/Equipment,1700000,0,1700000
826,CAT-454,RECONSTRUCTION GRAND GORGE WWTP,1700000,0,1700000
801,NDF-ATLBB,NDF - Atlantic Avenue Broadband Conduit,1700000,0,1700000
841,GEAN-2013,STREET LIGHTING ANNUAL CONSTRUCTION-FY14,1700000,0,1700000
819,26201640,CIH: PURCHASE NEW CARDIAC CATHETERIZATION MACHINE,1700000,0,1700000
806,HAM11LWHA,LILLIAN WALD HOUSES- HANDICAPPED ACCESSIBILTY,1700000,0,1700000
850,PW77SIFJC,130 Stuyvesant Pl. - Staten Island Family Justice Center,1698000,0,1698000
806,METCOUNC,MET COUNCIL,1697000,0,1697000
72,C117INFOR,Infor Enterprise Asset Management System (Infor EAM),1696000,0,1696000
72,C138PURGR,POST FIRE PURGE SYSTEM AT GRVC,1694000,0,1694000
826,BED-806,Water Main work in Brooklyn Waterfront Greenway,1694000,0,1694000
71,HH112FAFC,FRANKLIN'S WOMEN'S SHELTER - FACADE REHABILITATION,1693000,0,1693000
71,HH112PJFC,PAMOJA HOUSE - FACADE REHABILITATION/RESTORATION,1693000,0,1693000
850,VAULTSURV,Vault Surveys Citywide,1692000,0,1692000
856,CO298CHIL,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,1689000,0,1689000
826,CAT-259,BEN NESIN FACILITY/ASHOKAN RECONSTRUCTION,1687000,0,1687000
819,GOUV/MJR,GOUVERNEUR: MAJOR MODERNIZATION,1685000,0,1685000
846,P-415WLNC,WILLOW LAKE NATURE CENTER Q348,1683000,0,1683000
826,SEQ200583,"Storm and santitary sewers James ct b/t 104st & bulkhead,Qn",1681000,0,1681000
850,LBC15FBHC,Flatbush Heating & Cooling,1680000,0,1680000
850,HH112SWFA,SCHWARTZ WARDS ISLAND FIRE SAFETY,1675000,0,1675000
111,PO185-41,Large Tow Trucks,1674000,0,1674000
850,LBM14MRHC,MARCY HVAC REPLACEMENT,1672000,0,1672000
856,ACECAS502,DCAS - 100 CENTRE ST HEAT RECOVER AND BMS UPGRADE,1670000,0,1670000
850,BED798,72 Replacement in Flatbush Avenue between Sterling Pl,1668000,0,1668000
850,HL82JHMC,JAMAICA HOSPITAL MEDICAL CENTER,1667000,0,1667000
801,ROCKOUT,"Rockaway Park, Outfall Improvements",1666000,0,1666000
846,P-108FTFR,Washington's Walk Fort Four Playground comfort station,1665000,0,1665000
846,P-308AG03,ASPHALT GREEN LOBBY EXPANSION & LOCKER UPGRADES,1665000,0,1665000
801,CSCN8ECDO,ECDO DAY CARE CENTER FOR RENOVATION,1665000,0,1665000
846,P-414SRHV,SORRENTINO RECR CTR HVAC Q446-216M,1664000,0,1664000
846,P-5GBPATH,Greenbelt Perimeter Path R013-112M,1212000,450000,1662000
846,P-302CJSC,CORPORAL JOHN A SERAVALLI PLGD COMF STAT RC M237-116M,1662000,0,1662000
856,CO283MP1,100 CENTRE ST- RETUBE BOILER 3 AND 4,1660000,0,1660000
850,MED-607B,"Trunk & dist WM replacement e 34st b/t 1 & 3 ave, manh",1659000,0,1659000
846,P-212DMPG,Dome Playground -Renovations (B151-115M),1659000,0,1659000
56,PO208CDDR,CAD DIGITAL DISPATCH REFRESH PROJECT,1658000,0,1658000
850,P-1STARLP,"BRONX RIVER GREENWAY: STARLIGHT PARK PHASE II, STAGE 2, BX",1658000,0,1658000
806,HAM13GCON,GENERAL CONSTRUCTION CITYWIDE,1657000,0,1657000
846,P-2CPIBN7,"CPI - PH 1 J. Owens, Saratoga, Stockton & Ten Eyck RC",1657000,0,1657000
72,C114WEST,WEST FACILITY SPRUNG CENTRAL INTAKE CONVERSION,1656000,0,1656000
819,02200524,LOCAL LAW 11 COMPLIANCE,1654000,0,1654000
801,STHBRXGRN,South Bronx Greenway,1477000,175000,1652000
806,HAM15SCVA,SECURITY ENHANCEMENTS AT VARIOUS LOCATIONS,1652000,0,1652000
72,C101-SEC,PERIMETER SECURITY & CAMERA REPLACEMENT,1650000,0,1650000
841,HWKF80SW,FLATLANDS YARD STORMWATER CONTAINMENT,1650000,0,1650000
856,PW7722REV,22 READE ST.- ELEVATOR MODERNIZATION,1650000,0,1650000
841,BRX287BS,Macombs Dam Bridge- Bus Stop,1650000,0,1650000
806,NCROSS,"Crossroads II - 500 Union Avenue, Bronx",1650000,0,1650000
846,P-501CLRT,Clove Lakes Pk-5K cross country trail,1650000,0,1650000
846,SANDY5-23,New Dorp Ctr. RC First Floor (R016-214M),165000,1485000,1650000
850,HED-556A,UPGRADE WATER MAINS AT NY BOTANICAL GARDENS (BX),1650000,0,1650000
850,SEQ200538,"Storm swr 69 ave from 261-266 sts,glen oaks area, QNS",1634000,15000,1649000
111,COMP7KEYW,Comptroller - Implementation of Keyword Search Functionailt,1649000,0,1649000
850,HWCSCH3H2,SAFE ROUTES TO SCHOOLS-94 SCHOOLS,8000,1639000,1647000
56,PO7990LOC,90TH PRECINCT LOCKER ROOM RENOVATION,1645000,0,1645000
42,KG007-004,Student Conference Center,1645000,0,1645000
819,CIH1,CIH: MODERNIZE GENERAL CARE INPATIENT/AMB CARE FACILITIES,1645000,0,1645000
841,HBRC041,REPLACEMENT OF CULVERT @ FOSTER AVE/RANDALL AVE - R-00068,1641000,0,1641000
846,P-213WEST,West Playground,1640000,0,1640000
846,SANDY3-18,SANDY - Mannahatta Fountains RC (Type 3),164000,1476000,1640000
850,E14-0001,NYPD-FDNY - 67 PCT AND EC248 ENERGY UPGRADE,1640000,0,1640000
126,PV354HVAC,RTC - Roundabout Theatre Company - AA Theater HVAC Upgrad,1640000,0,1640000
126,PV132DCTV,DCTV - DOWNTOWN COMMUNITY TELEVISION RENOVATION,1638000,0,1638000
850,MED-604,TRUNK & DIS WM IN EAST HOUSTONS ST B/T BOWERY & FDR DR,1637000,0,1637000
846,P-4RAINE2,Rainey Park,1636000,0,1636000
801,P-3SHCRPL,"New York Restoration Project-Sherman Creek Plaza, Manhattan",1635000,0,1635000
846,P-408BRIA,Briarwood Plgd and Phil Rizzuto Park R/C QG-116M,1635000,0,1635000
850,LQASADA,ASTORIA - ADA RENOVATIONS,1634000,0,1634000
826,CS-FB-MTR,FLUSHING BAY CSO FLOW METERING,1634000,0,1634000
850,SANDHWK05,Reconstruction of Dumbo - DUMBO D.M.A. - Hurricane Sandy,165000,1469000,1634000
850,GCNC77-02,GI - GREEN INFRASTRUCTURE IN NEWTOWN CREEK AREA,1631000,0,1631000
126,PV743-PCM,PCM - The Paley Center Lobby Renovation,1630000,0,1630000
850,HWP14RTA,CITYWIDE COMPLEX PED RAMPS (TRANSIT AUTHORITY) - SI,1629000,0,1629000
801,BATIMPRO,BAT Improvements,1624000,0,1624000
827,S216-401P,"PARKLAND ALIENATION SERVICES, E. 92 ST RAMP TO E. 91 ST MTS",1620000,0,1620000
827,S216-401E,"EIS AND PERMITS, E. 92 ST RAMP TO E. 91 ST MTS",1620000,0,1620000
846,P-215MHAT,Manhattan Beach Park B251-115M,1617000,0,1617000
846,P-6PBUT15,FY15 site utility (dig job) plumbing CNYG-1815M,1616000,0,1616000
846,P-6CWMARI,MARINAS - CITYWIDE,1614000,0,1614000
846,P-6A93315,VEHICLES & EQUIPMENT - FY15,1611000,0,1611000
846,P-6GASMAN,CONVERSION OF OIL TO GAS MANHATTAN MG-814M,1610000,0,1610000
841,PRKMETER3,Parking Meters Installation,1610000,0,1610000
858,DOIT7TAPE,DoITT Mainframe Tape Infrastructure Upgrade,1608000,0,1608000
850,HWCSCH3B2,SAFE ROUTES TO SCHOOLS-94 SCHOOLS,415000,1191000,1606000
850,LNCA13GBR,"GEORGE BRUCE: Partial Interior/Exterior,/ Roof / Boiler",1604000,0,1604000
856,E14-0058,DOE - IS142 X JOHN PHILIP SOUSA SCHOOL ENERGY UPGRADE,1604000,0,1604000
850,SER200294,"STM. SWR EXT. & WM REPL., IN WOODROW RD CONNECTOR,SI",1603000,0,1603000
841,HWCFTRCR,Tank Replacement - Compliance & Remediation,1600000,0,1600000
72,C75BKDRF,"BKDC ROOF REPLACEMENT - INTAKE, RAILING & WINDOWS",1600000,0,1600000
126,PVMMDG6,MMDG - Mark Morris Phase 6 Stuido Expansion,1600000,0,1600000
846,P-312INNC,Inwood Hill Nature Center M042 -116M,1600000,0,1600000
